esac_publisher,cr_year,country_name,cc_total,articles,prop
All,2017,Serbia,22,2210,0.009954751131221719
All,2017,Russia,207,31924,0.006484149855907781
All,2017,Rwanda,5,74,0.06756756756756757
All,2017,Saudi Arabia,108,5037,0.02144133412745682
All,2017,Solomon Islands,0,1,0
All,2017,Seychelles,0,8,0
All,2017,Sudan,5,175,0.02857142857142857
All,2017,Sweden,2388,14873,0.16055940294493376
All,2017,Singapore,201,7827,0.025680337293982367
All,2017,Slovenia,63,1584,0.03977272727272727
All,2017,Slovakia,33,1709,0.01930953774136922
All,2017,Sierra Leone,1,11,0.09090909090909091
All,2017,San Marino,1,10,0.1
All,2017,Senegal,3,140,0.02142857142857143
All,2017,Somalia,1,5,0.2
All,2017,Suriname,2,14,0.14285714285714285
All,2017,South Sudan,3,102,0.029411764705882353
All,2017,El Salvador,0,14,0
All,2017,Sint Maarten,0,3,0
All,2017,Syria,1,110,0.00909090909090909
All,2017,Eswatini,3,16,0.1875
All,2017,Chad,0,3,0
All,2017,Togo,0,39,0
All,2017,Thailand,97,5135,0.018889970788704965
All,2017,Tajikistan,5,74,0.06756756756756757
All,2017,Timor-Leste,1,4,0.25
All,2017,Turkmenistan,0,4,0
All,2017,Tunisia,25,3681,0.006791632708503124
All,2017,Tonga,0,2,0
All,2017,Turkey,86,15465,0.005560944067248626
All,2017,Trinidad & Tobago,4,117,0.03418803418803419
All,2017,Taiwan,215,13360,0.016092814371257484
All,2017,Tanzania,12,264,0.045454545454545456
All,2017,Ukraine,23,2972,0.007738896366083445
All,2017,Uganda,32,272,0.11764705882352941
All,2017,United States,7153,330090,0.02166984761731649
All,2017,Uruguay,1,480,0.0020833333333333333
All,2017,Uzbekistan,1,290,0.0034482758620689655
All,2017,Vatican City,0,3,0
All,2017,St. Vincent & Grenadines,0,2,0
All,2017,Venezuela,3,350,0.008571428571428572
All,2017,British Virgin Islands,0,1,0
All,2017,U.S. Virgin Islands,0,12,0
All,2017,Vietnam,48,1937,0.0247805885389778
All,2017,Vanuatu,0,6,0
All,2017,Samoa,0,7,0
All,2017,Yemen,1,105,0.009523809523809525
All,2017,South Africa,477,7953,0.05997736703130894
All,2017,Zambia,5,75,0.06666666666666667
All,2017,Zimbabwe,13,256,0.05078125
All,2018,Andorra,0,2,0
All,2018,United Arab Emirates,19,1402,0.01355206847360913
All,2018,Afghanistan,1,20,0.05
All,2018,Antigua & Barbuda,0,6,0
All,2018,Albania,0,81,0
All,2018,Armenia,1,362,0.0027624309392265192
All,2018,Angola,0,9,0
All,2018,Argentina,68,5381,0.012637056309236202
All,2018,American Samoa,0,1,0
All,2018,Austria,2339,8707,0.26863443206615367
All,2018,Australia,1181,43483,0.02716003955568843
All,2018,Aruba,0,5,0
All,2018,Azerbaijan,4,388,0.010309278350515464
All,2018,Bosnia & Herzegovina,2,167,0.011976047904191617
All,2018,Barbados,1,38,0.02631578947368421
All,2018,Bangladesh,33,1255,0.026294820717131476
All,2018,Belgium,618,11772,0.052497451580020386
All,2018,Burkina Faso,7,103,0.06796116504854369
All,2018,Bulgaria,13,926,0.014038876889848811
All,2018,Bahrain,1,111,0.009009009009009009
All,2018,Burundi,5,78,0.0641025641025641
All,2018,Benin,11,133,0.08270676691729323
All,2018,Bermuda,0,3,0
All,2018,Brunei,2,119,0.01680672268907563
All,2018,Bolivia,2,59,0.03389830508474576
All,2018,Brazil,411,28356,0.014494286923402454
All,2018,Bahamas,1,20,0.05
All,2018,Bhutan,1,13,0.07692307692307693
All,2018,Botswana,6,182,0.03296703296703297
All,2018,Belarus,10,607,0.016474464579901153
All,2018,Belize,1,3,0.3333333333333333
All,2018,Canada,1457,45270,0.03218466975922244
All,2018,Congo - Kinshasa,4,85,0.047058823529411764
All,2018,Central African Republic,1,6,0.16666666666666666
All,2018,Congo - Brazzaville,2,22,0.09090909090909091
All,2018,Switzerland,1152,14713,0.07829810371780059
All,2018,Côte d’Ivoire,12,119,0.10084033613445378
All,2018,Chile,102,3676,0.027747551686615888
All,2018,Cameroon,11,568,0.01936619718309859
All,2018,China,3638,251449,0.014468142645228258
All,2018,Colombia,49,2485,0.01971830985915493
All,2018,Costa Rica,15,213,0.07042253521126761
All,2018,Cuba,13,292,0.04452054794520548
All,2018,Cape Verde,0,2,0
All,2018,Curaçao,0,7,0
All,2018,Cyprus,20,999,0.02002002002002002
All,2018,Czechia,246,6649,0.03699804481876974
All,2018,Germany,4401,70934,0.06204358981588519
All,2018,Djibouti,0,5,0
All,2018,Denmark,600,10629,0.056449336720293536
All,2018,Dominica,0,6,0
All,2018,Dominican Republic,1,21,0.047619047619047616
All,2018,Algeria,22,2799,0.007859949982136478
All,2018,Ecuador,13,488,0.02663934426229508
All,2018,Estonia,47,844,0.05568720379146919
All,2018,Egypt,89,8406,0.01058767546990245
All,2018,Eritrea,1,5,0.2
All,2018,Spain,1108,35742,0.030999944043422305
All,2018,Ethiopia,52,667,0.07796101949025487
All,2018,Finland,830,7381,0.11245088741362959
All,2018,Fiji,4,85,0.047058823529411764
All,2018,Falkland Islands,0,7,0
All,2018,Faroe Islands,0,23,0
All,2018,France,1346,42565,0.03162222483260895
All,2018,Gabon,1,31,0.03225806451612903
All,2018,United Kingdom,13956,87257,0.15994132275920556
All,2018,Grenada,1,60,0.016666666666666666
All,2018,Georgia,3,175,0.017142857142857144
All,2018,French Guiana,1,23,0.043478260869565216
All,2018,Ghana,34,803,0.04234122042341221
All,2018,Gibraltar,0,2,0
All,2018,Greenland,3,18,0.16666666666666666
All,2018,Gambia,8,14,0.5714285714285714
All,2018,Guinea,0,7,0
All,2018,Guadeloupe,2,36,0.05555555555555555
All,2018,Greece,101,6703,0.015067880053707296
All,2018,Guatemala,2,50,0.04
All,2018,Guam,2,17,0.11764705882352941
All,2018,Guinea-Bissau,0,16,0
All,2018,Guyana,0,15,0
All,2018,Hong Kong SAR China,99,5600,0.01767857142857143
All,2018,Honduras,1,16,0.0625
All,2018,Croatia,50,1515,0.033003300330033
All,2018,Haiti,0,9,0
All,2018,Hungary,252,3746,0.06727175654030966
All,2018,Indonesia,59,1760,0.033522727272727273
All,2018,Ireland,187,5967,0.03133903133903134
All,2018,Israel,191,9532,0.02003776751993286
All,2018,Isle of Man,0,3,0
All,2018,India,527,59194,0.008902929350947731
All,2018,Iraq,38,1072,0.03544776119402985
All,2018,Iran,263,29600,0.008885135135135135
All,2018,Iceland,33,424,0.07783018867924528
All,2018,Italy,1547,43892,0.03524560284334275
All,2018,Jersey,0,2,0
All,2018,Jamaica,2,105,0.01904761904761905
All,2018,Jordan,10,1179,0.008481764206955046
All,2018,Japan,2530,51876,0.04877014418999152
All,2018,Kenya,103,598,0.17224080267558528
All,2018,Kyrgyzstan,0,47,0
All,2018,Cambodia,7,104,0.0673076923076923
All,2018,Kiribati,0,1,0
All,2018,St. Kitts & Nevis,5,27,0.18518518518518517
All,2018,North Korea,2,12,0.16666666666666666
All,2018,South Korea,631,35190,0.017931230463199773
All,2018,Kuwait,8,546,0.014652014652014652
All,2018,Cayman Islands,0,6,0
All,2018,Kazakhstan,4,606,0.006600660066006601
All,2018,Laos,3,23,0.13043478260869565
All,2018,Lebanon,25,1118,0.022361359570661897
All,2018,St. Lucia,0,3,0
All,2018,Liechtenstein,1,44,0.022727272727272728
All,2018,Sri Lanka,11,458,0.024017467248908297
All,2018,Liberia,0,9,0
All,2018,Lesotho,2,12,0.16666666666666666
All,2018,Lithuania,18,917,0.019629225736095966
All,2018,Luxembourg,56,531,0.10546139359698682
All,2018,Latvia,11,389,0.028277634961439587
All,2018,Libya,1,67,0.014925373134328358
All,2018,Morocco,23,2049,0.011224987798926306
All,2018,Monaco,0,36,0
All,2018,Moldova,2,92,0.021739130434782608
All,2018,Montenegro,0,75,0
All,2018,Madagascar,2,37,0.05405405405405406
All,2018,North Macedonia,7,188,0.03723404255319149
All,2018,Mali,11,61,0.18032786885245902
All,2018,Myanmar (Burma),3,62,0.04838709677419355
All,2018,Mongolia,3,113,0.02654867256637168
All,2018,Macao SAR China,3,681,0.004405286343612335
All,2018,Northern Mariana Islands,0,2,0
All,2018,Martinique,0,37,0
All,2018,Mauritania,0,10,0
All,2018,Montserrat,0,2,0
All,2018,Malta,6,293,0.020477815699658702
All,2018,Mauritius,1,102,0.00980392156862745
All,2018,Maldives,0,9,0
All,2018,Malawi,17,120,0.14166666666666666
All,2018,Mexico,151,7943,0.01901044945234798
All,2018,Malaysia,94,6483,0.014499460126484651
All,2018,Mozambique,8,68,0.11764705882352941
All,2018,Namibia,4,57,0.07017543859649122
All,2018,New Caledonia,2,37,0.05405405405405406
All,2018,Niger,3,47,0.06382978723404255
All,2018,Nigeria,64,2308,0.02772963604852686
All,2018,Nicaragua,0,14,0
All,2018,Netherlands,6211,23781,0.26117488751524326
All,2018,Norway,786,7387,0.10640314065249763
All,2018,Nepal,8,262,0.030534351145038167
All,2018,Niue,0,1,0
All,2018,New Zealand,219,6116,0.03580771746239372
All,2018,Oman,9,413,0.021791767554479417
All,2018,Panama,12,265,0.045283018867924525
All,2018,Peru,27,493,0.05476673427991886
All,2018,French Polynesia,1,35,0.02857142857142857
All,2018,Papua New Guinea,2,26,0.07692307692307693
All,2018,Philippines,22,775,0.02838709677419355
All,2018,Pakistan,96,5653,0.016982133380505925
All,2018,Poland,2274,13843,0.16427075055984974
All,2018,Puerto Rico,15,360,0.041666666666666664
All,2018,Palestinian Territories,4,193,0.02072538860103627
All,2018,Portugal,191,8440,0.022630331753554504
All,2018,Palau,0,1,0
All,2018,Paraguay,0,39,0
All,2018,Qatar,46,902,0.050997782705099776
All,2018,Réunion,0,49,0
All,2018,Romania,65,2508,0.025917065390749602
All,2018,Serbia,29,2172,0.013351749539594844
All,2018,Russia,289,33356,0.008664108406283727
All,2018,Rwanda,12,94,0.1276595744680851
All,2018,Saudi Arabia,112,5290,0.02117202268431002
All,2018,Seychelles,0,6,0
All,2018,Sudan,2,148,0.013513513513513514
All,2018,Sweden,3395,14762,0.2299823872104051
All,2018,Singapore,229,8077,0.028352110932276835
All,2018,Slovenia,106,1723,0.061520603598374926
All,2018,Svalbard & Jan Mayen,0,2,0
All,2018,Slovakia,59,1676,0.035202863961813845
All,2018,Sierra Leone,1,11,0.09090909090909091
All,2018,San Marino,0,6,0
All,2018,Senegal,5,145,0.034482758620689655
All,2018,Somalia,0,5,0
All,2018,Suriname,0,12,0
All,2018,South Sudan,2,79,0.02531645569620253
All,2018,São Tomé & Príncipe,0,2,0
All,2018,El Salvador,1,4,0.25
All,2018,Sint Maarten,0,4,0
All,2018,Syria,0,109,0
All,2018,Eswatini,1,11,0.09090909090909091
All,2018,Chad,0,3,0
All,2018,Togo,1,41,0.024390243902439025
All,2018,Thailand,112,5245,0.021353670162059104
All,2018,Tajikistan,1,72,0.013888888888888888
All,2018,Timor-Leste,0,7,0
All,2018,Turkmenistan,0,4,0
All,2018,Tunisia,28,4059,0.006898250800689825
All,2018,Tonga,0,1,0
All,2018,Turkey,130,16357,0.007947667665219784
All,2018,Trinidad & Tobago,3,122,0.02459016393442623
All,2018,Taiwan,279,12957,0.021532762213475342
All,2018,Tanzania,33,270,0.12222222222222222
All,2018,Ukraine,33,3151,0.010472865756902571
All,2018,Uganda,44,311,0.1414790996784566
All,2018,United States,9521,330170,0.02883665990247448
All,2018,Uruguay,5,494,0.010121457489878543
All,2018,Uzbekistan,4,277,0.01444043321299639
All,2018,Vatican City,0,10,0
All,2018,St. Vincent & Grenadines,0,1,0
All,2018,Venezuela,4,281,0.014234875444839857
All,2018,British Virgin Islands,0,1,0
All,2018,U.S. Virgin Islands,0,12,0
All,2018,Vietnam,61,2311,0.026395499783643445
All,2018,Vanuatu,0,10,0
All,2018,Samoa,0,5,0
All,2018,Yemen,4,120,0.03333333333333333
All,2018,South Africa,493,8130,0.06063960639606396
All,2018,Zambia,7,94,0.07446808510638298
All,2018,Zimbabwe,10,241,0.04149377593360996
All,2019,United Arab Emirates,42,1652,0.025423728813559324
All,2019,Afghanistan,1,28,0.03571428571428571
All,2019,Antigua & Barbuda,0,8,0
All,2019,Albania,1,78,0.01282051282051282
All,2019,Armenia,8,424,0.018867924528301886
All,2019,Angola,2,9,0.2222222222222222
All,2019,Argentina,80,5607,0.014267879436418763
All,2019,American Samoa,1,1,1
All,2019,Austria,2807,8534,0.328919615655027
All,2019,Australia,1452,44627,0.03253635691397584
All,2019,Aruba,0,8,0
All,2019,Åland Islands,0,1,0
All,2019,Azerbaijan,10,432,0.023148148148148147
All,2019,Bosnia & Herzegovina,4,181,0.022099447513812154
All,2019,Barbados,2,49,0.04081632653061224
All,2019,Bangladesh,52,1616,0.03217821782178218
All,2019,Belgium,744,11497,0.06471253370444464
All,2019,Burkina Faso,4,89,0.0449438202247191
All,2019,Bulgaria,33,923,0.035752979414951244
All,2019,Bahrain,4,152,0.02631578947368421
All,2019,Burundi,2,45,0.044444444444444446
All,2019,Benin,15,150,0.1
All,2019,Bermuda,0,6,0
All,2019,Brunei,3,100,0.03
All,2019,Bolivia,11,67,0.16417910447761194
All,2019,Brazil,478,29924,0.01597380029407833
All,2019,Bahamas,0,10,0
All,2019,Bhutan,0,28,0
All,2019,Botswana,11,157,0.07006369426751592
All,2019,Belarus,9,642,0.014018691588785047
All,2019,Belize,0,7,0
All,2019,Canada,1785,44396,0.04020632489413461
All,2019,Congo - Kinshasa,3,81,0.037037037037037035
All,2019,Central African Republic,0,7,0
All,2019,Congo - Brazzaville,3,27,0.1111111111111111
All,2019,Switzerland,1608,14712,0.10929853181076672
All,2019,Côte d’Ivoire,8,131,0.061068702290076333
All,2019,Chile,120,3858,0.03110419906687403
All,2019,Cameroon,15,597,0.02512562814070352
All,2019,China,5487,288692,0.019006415141396366
All,2019,Colombia,84,2873,0.02923773059519666
All,2019,Costa Rica,6,226,0.02654867256637168
All,2019,Cuba,6,251,0.02390438247011952
All,2019,Cape Verde,0,5,0
All,2019,Curaçao,0,6,0
All,2019,Cyprus,31,998,0.031062124248496994
All,2019,Czechia,304,6387,0.04759668075778926
All,2019,Germany,8858,68588,0.12914795591065492
All,2019,Djibouti,0,2,0
All,2019,Denmark,706,10166,0.06944717686405666
All,2019,Dominican Republic,1,28,0.03571428571428571
All,2019,Algeria,26,2817,0.009229676961306355
All,2019,Ecuador,20,544,0.03676470588235294
All,2019,Estonia,57,941,0.06057385759829968
All,2019,Egypt,123,8866,0.013873223550642905
All,2019,Eritrea,0,9,0
All,2019,Spain,1429,35439,0.040322808205649145
All,2019,Ethiopia,63,825,0.07636363636363637
All,2019,Finland,1647,7309,0.22533862361472157
All,2019,Fiji,4,97,0.041237113402061855
All,2019,Falkland Islands,0,7,0
All,2019,Micronesia (Federated States of),0,1,0
All,2019,Faroe Islands,6,30,0.2
All,2019,France,1840,39408,0.046691027202598455
All,2019,Gabon,7,33,0.21212121212121213
All,2019,United Kingdom,14052,86757,0.1619696393374598
All,2019,Grenada,1,50,0.02
All,2019,Georgia,6,212,0.02830188679245283
All,2019,French Guiana,2,14,0.14285714285714285
All,2019,Ghana,49,976,0.050204918032786885
All,2019,Gibraltar,0,1,0
All,2019,Greenland,1,18,0.05555555555555555
All,2019,Gambia,6,17,0.35294117647058826
All,2019,Guinea,0,12,0
All,2019,Guadeloupe,4,43,0.09302325581395349
All,2019,Greece,170,6635,0.02562170308967596
All,2019,Guatemala,3,40,0.075
All,2019,Guam,0,8,0
All,2019,Guinea-Bissau,1,13,0.07692307692307693
All,2019,Guyana,0,21,0
All,2019,Hong Kong SAR China,133,5841,0.022770073617531243
All,2019,Honduras,3,28,0.10714285714285714
All,2019,Croatia,52,1475,0.03525423728813559
All,2019,Haiti,0,7,0
All,2019,Hungary,949,3460,0.27427745664739883
All,2019,Indonesia,123,2566,0.04793452844894778
All,2019,Ireland,241,5744,0.04195682451253482
All,2019,Israel,248,9453,0.026235057653654924
All,2019,Isle of Man,1,5,0.2
All,2019,India,746,63309,0.01178347470343869
All,2019,Iraq,35,1273,0.02749410840534171
All,2019,Iran,351,32407,0.01083099330391582
All,2019,Iceland,40,417,0.09592326139088729
All,2019,Italy,1947,42724,0.04557157569515963
All,2019,Jersey,1,6,0.16666666666666666
All,2019,Jamaica,3,120,0.025
All,2019,Jordan,18,1247,0.014434643143544507
All,2019,Japan,3026,49715,0.06086694156693151
All,2019,Kenya,102,613,0.16639477977161501
All,2019,Kyrgyzstan,3,69,0.043478260869565216
All,2019,Cambodia,8,101,0.07920792079207921
All,2019,St. Kitts & Nevis,1,30,0.03333333333333333
All,2019,North Korea,0,8,0
All,2019,South Korea,806,33995,0.023709369024856597
All,2019,Kuwait,4,535,0.007476635514018692
All,2019,Cayman Islands,0,3,0
All,2019,Kazakhstan,18,683,0.02635431918008785
All,2019,Laos,8,22,0.36363636363636365
All,2019,Lebanon,20,1206,0.01658374792703151
All,2019,St. Lucia,0,3,0
All,2019,Liechtenstein,1,37,0.02702702702702703
All,2019,Sri Lanka,19,485,0.03917525773195876
All,2019,Liberia,0,5,0
All,2019,Lesotho,2,14,0.14285714285714285
All,2019,Lithuania,28,983,0.028484231943031537
All,2019,Luxembourg,90,550,0.16363636363636364
All,2019,Latvia,14,413,0.03389830508474576
All,2019,Libya,3,70,0.04285714285714286
All,2019,Morocco,29,2277,0.012736056214317084
All,2019,Monaco,2,47,0.0425531914893617
All,2019,Moldova,10,108,0.09259259259259259
All,2019,Montenegro,2,71,0.028169014084507043
All,2019,Madagascar,3,33,0.09090909090909091
All,2019,North Macedonia,7,165,0.04242424242424243
All,2019,Mali,3,65,0.046153846153846156
All,2019,Myanmar (Burma),3,68,0.04411764705882353
All,2019,Mongolia,4,108,0.037037037037037035
All,2019,Macao SAR China,11,731,0.015047879616963064
All,2019,Northern Mariana Islands,0,2,0
All,2019,Martinique,0,34,0
All,2019,Mauritania,1,17,0.058823529411764705
All,2019,Montserrat,0,1,0
All,2019,Malta,8,282,0.028368794326241134
All,2019,Mauritius,4,99,0.04040404040404041
All,2019,Maldives,0,9,0
All,2019,Malawi,20,105,0.19047619047619047
All,2019,Mexico,213,8355,0.02549371633752244
All,2019,Malaysia,91,6936,0.0131199538638985
All,2019,Mozambique,8,60,0.13333333333333333
All,2019,Namibia,3,73,0.0410958904109589
All,2019,New Caledonia,2,25,0.08
All,2019,Niger,0,35,0
All,2019,Nigeria,79,2642,0.029901589704769114
All,2019,Nicaragua,1,15,0.06666666666666667
All,2019,Netherlands,8625,23574,0.3658691779078646
All,2019,Norway,1819,7493,0.24275990924863206
All,2019,Nepal,25,287,0.08710801393728224
All,2019,New Zealand,297,6208,0.04784149484536082
All,2019,Oman,9,466,0.019313304721030045
All,2019,Panama,21,285,0.07368421052631578
All,2019,Peru,19,564,0.03368794326241135
All,2019,French Polynesia,2,32,0.0625
All,2019,Papua New Guinea,3,27,0.1111111111111111
All,2019,Philippines,26,876,0.02968036529680365
All,2019,Pakistan,95,6810,0.013950073421439061
All,2019,Poland,2547,13805,0.18449837015574067
All,2019,Puerto Rico,10,359,0.027855153203342618
All,2019,Palestinian Territories,9,226,0.03982300884955752
All,2019,Portugal,283,8822,0.03207889367490365
All,2019,Palau,0,2,0
All,2019,Paraguay,0,56,0
All,2019,Qatar,138,977,0.14124872057318322
All,2019,Réunion,1,46,0.021739130434782608
All,2019,Romania,73,2382,0.030646515533165407
All,2019,Serbia,52,2075,0.02506024096385542
All,2019,Russia,333,34438,0.009669551077298333
All,2019,Rwanda,12,91,0.13186813186813187
All,2019,Saudi Arabia,189,6097,0.030998851894374284
All,2019,Seychelles,0,6,0
All,2019,Sudan,7,197,0.03553299492385787
All,2019,Sweden,4731,14349,0.32970938741375705
All,2019,Singapore,308,7618,0.04043055920189026
All,2019,Slovenia,117,1525,0.07672131147540984
All,2019,Svalbard & Jan Mayen,1,2,0.5
All,2019,Slovakia,70,1600,0.04375
All,2019,Sierra Leone,2,11,0.18181818181818182
All,2019,San Marino,0,9,0
All,2019,Senegal,3,130,0.023076923076923078
All,2019,Somalia,2,7,0.2857142857142857
All,2019,Suriname,0,11,0
All,2019,South Sudan,4,98,0.04081632653061224
All,2019,São Tomé & Príncipe,0,1,0
All,2019,El Salvador,0,4,0
All,2019,Sint Maarten,0,1,0
All,2019,Syria,2,117,0.017094017094017096
All,2019,Eswatini,1,12,0.08333333333333333
All,2019,Chad,0,2,0
All,2019,Togo,1,37,0.02702702702702703
All,2019,Thailand,137,5294,0.025878352852285607
All,2019,Tajikistan,3,72,0.041666666666666664
All,2019,Timor-Leste,0,4,0
