issn_l,id,display_name,homepage_url
0323-4142,https://openalex.org/V4210173692,Zeitschrift der Savigny-Stiftung für Rechtsgeschichte. Kanonistische Abteilung,NA
0030-7653,https://openalex.org/V26073974,Oxford Economic Papers-new Series,NA
1055-1344,https://openalex.org/V164276186,Siberian Advances in Mathematics,NA
0066-6459,https://openalex.org/V4210184379,Archiv für Papyrusforschung und verwandte Gebiete,NA
1460-1060,https://openalex.org/V90149737,European Journal of Innovation Management,NA
1570-5838,https://openalex.org/V31619775,Applied Ontology,NA
2405-6456,https://openalex.org/V4210183871,Web intelligence,NA
2405-6472,https://openalex.org/V4210174583,Journal of world literature,NA
0169-6726,https://openalex.org/V4210196869,Nederlandsch kunsthistorisch jaarboek,NA
2363-4774,https://openalex.org/V4210178184,World political science,NA
0362-5664,https://openalex.org/V3349026,Clinical Neuropharmacology,NA
1746-6660,https://openalex.org/V58316024,Journal of Children's Services,NA
0044-863X,https://openalex.org/V4210201917,Architectura,NA
2040-8005,https://openalex.org/V81297664,Journal of Chinese Human Resource Management,NA
1864-7022,https://openalex.org/V4210179987,Restoration of buildings and monuments,NA
2211-3770,https://openalex.org/V4210186151,Journal of language and sexuality,NA
2049-6427,https://openalex.org/V4210215210,International journal of intelligent unmanned systems,NA
2665-9336,https://openalex.org/V4210169446,Asian languages and linguistics,NA
2589-6369,https://openalex.org/V4210238020,Journal of avant-garde studies,NA
2772-9532,https://openalex.org/V4220651741,Le pharmacien clinicien,NA
1075-7015,https://openalex.org/V100792175,Geology of Ore Deposits,NA
2195-2957,https://openalex.org/V4210201261,"Preservation, digital technology & culture",NA
1548-0992,https://openalex.org/V86124554,IEEE Latin America Transactions,NA
0961-7671,https://openalex.org/V63566508,International Journal of Pharmacy Practice,NA
2079-0570,https://openalex.org/V2755583553,Advances in gerontology,NA
1384-6663,https://openalex.org/V157623930,Bochumer Philosophisches Jahrbuch Fur Antike Und Mittelalter,NA
1758-8561,https://openalex.org/V4210206464,The international journal of organizational analysis,NA
1757-2223,https://openalex.org/V188742231,International Journal of Innovation Science,NA
1990-7478,https://openalex.org/V4210232935,"Biochemistry (Moscow). Supplement. Series A, Membrane and cell biology",NA
1389-5575,https://openalex.org/V162475533,Mini-reviews in Medicinal Chemistry,NA
1750-743X,https://openalex.org/V71887004,Immunotherapy,NA
0903-1936,https://openalex.org/V4210207896,The European respiratory journal,NA
0300-5127,https://openalex.org/V137670264,Biochemical Society Transactions,NA
0030-2414,https://openalex.org/V198727964,Oncology,NA
1096-2964,https://openalex.org/V182167790,Surgical Infections,NA
1939-7909,https://openalex.org/V4210184886,Journal of spiritual formation and soul care,NA
0951-631X,https://openalex.org/V4210193276,Social history of medicine,NA
1044-5463,https://openalex.org/V198272637,Journal of Child and Adolescent Psychopharmacology,NA
1558-7894,https://openalex.org/V202264103,Journal of Asia Business Studies,NA
1746-5265,https://openalex.org/V153849593,Baltic Journal of Management,NA
0933-7741,https://openalex.org/V64527569,Forum Mathematicum,NA
1367-3270,https://openalex.org/V50631486,Journal of Knowledge Management,NA
1995-5855,https://openalex.org/V4210190250,ICL online journal,NA
0069-0058,https://openalex.org/V4210169392,The Canadian yearbook of international law,NA
0024-6093,https://openalex.org/V39770307,Bulletin of The London Mathematical Society,NA
0165-4004,https://openalex.org/V52388535,Folia Linguistica,NA
0263-2772,https://openalex.org/V148874517,Facilities,NA
1741-2552,https://openalex.org/V32898093,Journal of Neural Engineering,NA
0959-2709,https://openalex.org/V194129668,Bird Conservation International,NA
1362-0347,https://openalex.org/V160517820,Evidence-based Mental Health,NA
1553-3840,https://openalex.org/V186077364,Journal of Complementary and Integrative Medicine,NA
0008-199X,https://openalex.org/V102976925,The Cambridge Quarterly,NA
1539-8412,https://openalex.org/V2490232976,Journal of Geriatric Physical Therapy,NA
0144-5154,https://openalex.org/V116372118,Assembly Automation,NA
0030-3755,https://openalex.org/V204308127,Ophthalmologica,NA
2156-342X,https://openalex.org/V202289667,IEEE Transactions on Terahertz Science and Technology,NA
1015-3837,https://openalex.org/V31793102,Fetal Diagnosis and Therapy,NA
1462-6004,https://openalex.org/V3354691,Journal of Small Business and Enterprise Development,NA
1819-7124,https://openalex.org/V115587109,Neurochemical Journal,NA
1932-4537,https://openalex.org/V173527311,IEEE Transactions on Network and Service Management,NA
1660-5373,https://openalex.org/V41803262,Tourism Review,NA
0792-9978,https://openalex.org/V75377316,Israel Journal of Plant Sciences,NA
2044-3994,https://openalex.org/V2736259308,International Data Privacy Law,NA
1354-0793,https://openalex.org/V139447867,Petroleum Geoscience,NA
0021-1214,https://openalex.org/V63972376,Irish Historical Studies,NA
1553-779X,https://openalex.org/V80798719,International Journal of Emerging Electric Power Systems,NA
0272-4979,https://openalex.org/V201897549,Ima Journal of Numerical Analysis,NA
1779-7179,https://openalex.org/V2911508756,European Journal of Computational Mechanics,NA
1538-6341,https://openalex.org/V182558529,Perspectives on Sexual and Reproductive Health,NA
2052-2614,https://openalex.org/V2765039025,The Cambridge Journal of Postcolonial Literary Inquiry,NA
0362-1529,https://openalex.org/V4210170394,Traditio,NA
0080-4401,https://openalex.org/V2764965740,Transactions of the Royal Historical Society,NA
0967-5426,https://openalex.org/V144250037,Journal of Applied Accounting Research,NA
0960-1163,https://openalex.org/V4210167530,Camden fifth series,NA
2193-1402,https://openalex.org/V2765051288,Statistics and Risk Modeling,NA
2210-3279,https://openalex.org/V4210176611,"International journal of sensors, wireless communications and control",NA
1876-3367,https://openalex.org/V152704329,Middle East Law and Governance,NA
2043-6262,https://openalex.org/V29959626,Advances in Natural Sciences: Nanoscience and Nanotechnology,NA
2352-3727,https://openalex.org/V4210208690,Bladder cancer,NA
1535-5314,https://openalex.org/V2764517257,The Dostoevsky Journal,NA
2573-9603,https://openalex.org/V4210192596,IEEE solid-state circuits letters,NA
0947-0875,https://openalex.org/V193910224,Neuroforum,NA
2514-9326,https://openalex.org/V4210195919,Collection and curation,NA
2542-7458,https://openalex.org/V4210181574,China law and society review,NA
2631-6897,https://openalex.org/V4210176645,Emotions and society,NA
2772-3186,https://openalex.org/V4210185514,International Journal of Wood Culture,NA
2702-4288,https://openalex.org/V4210227377,Applied research,NA
1757-5826,https://openalex.org/V107183665,Journal of Service Management,NA
0885-8969,https://openalex.org/V64770346,IEEE Transactions on Energy Conversion,NA
1041-1135,https://openalex.org/V27723657,IEEE Photonics Technology Letters,NA
1076-6294,https://openalex.org/V178647319,Microbial Drug Resistance,NA
2042-678X,https://openalex.org/V4210204299,"Sport, business and management",NA
1758-1869,https://openalex.org/V2764927497,Pain management,NA
0720-4299,https://openalex.org/V5647071,Fortschritte Der Neurologie Psychiatrie,NA
0736-0258,https://openalex.org/V116127033,Journal of Clinical Neurophysiology,NA
0044-2771,https://openalex.org/V189922908,Zeitschrift Fur Gastroenterologie,NA
1471-0684,https://openalex.org/V59670734,Theory and Practice of Logic Programming,NA
2051-8153,https://openalex.org/V2764968653,Environmental science. Nano,NA
1070-5287,https://openalex.org/V188383068,Current Opinion in Pulmonary Medicine,NA
0952-7907,https://openalex.org/V132270157,Current Opinion in Anesthesiology,NA
0001-0782,https://openalex.org/V103482838,Communications of The ACM,NA
0001-9240,https://openalex.org/V2764989785,Journal of the Royal Aeronautical Society,NA
2329-4949,https://openalex.org/V2483380313,ACM Transactions on Parallel Computing,NA
0959-4965,https://openalex.org/V121278948,Neuroreport,NA
1076-0962,https://openalex.org/V4210201853,Interdisciplinary studies in literature and environment,NA
1871-529X,https://openalex.org/V2764548042,Cardiovascular and Hematological Disorders - Drug Targets,NA
0957-8234,https://openalex.org/V88066655,Journal of Educational Administration,NA
1748-4995,https://openalex.org/V2764823410,Annals of Actuarial Science,NA
1551-4005,https://openalex.org/V86011449,Cell Cycle,NA
0030-3747,https://openalex.org/V177566603,Ophthalmic Research,NA
1871-9732,https://openalex.org/V78839342,International Community Law Review,NA
2042-8308,https://openalex.org/V162743325,Mental Health and Social Inclusion,NA
0008-4395,https://openalex.org/V4210217933,Canadian mathematical bulletin,NA
1079-9265,https://openalex.org/V4210231700,Religion and the arts,NA
0168-6526,https://openalex.org/V4210199832,International labour law reports,NA
2056-9548,https://openalex.org/V4210198358,Journal of professional capital and community,NA
1352-4658,https://openalex.org/V143899192,Behavioural and Cognitive Psychotherapy,NA
0921-5891,https://openalex.org/V115332500,Hobbes Studies,NA
1876-8814,https://openalex.org/V4210179398,The Yearbook of Polar law,NA
0025-5300,https://openalex.org/V2765017384,MP MATERIALPRUEFUNG - MP MATERIALS TESTING,NA
1059-5422,https://openalex.org/V4210226649,Competitiveness review,NA
0016-7029,https://openalex.org/V57275407,Geochemistry International,NA
2325-6095,https://openalex.org/V2499224501,IEEE Cloud Computing,NA
1420-8008,https://openalex.org/V195598543,Dementia and Geriatric Cognitive Disorders,NA
1386-2073,https://openalex.org/V50933791,Combinatorial Chemistry & High Throughput Screening,NA
0278-6648,https://openalex.org/V2902260,IEEE Potentials,NA
1087-2418,https://openalex.org/V66851268,Current Opinion in Organ Transplantation,NA
1568-0584,https://openalex.org/V48499399,European Journal of East Asian Studies,NA
0932-4089,https://openalex.org/V181049350,Zeitschrift Fur Arbeits-und Organisationspsychologie,NA
1380-3603,https://openalex.org/V4210239305,Christian bioethics,NA
1533-5399,https://openalex.org/V97833917,ACM Transactions on Internet Technology,NA
2056-3841,https://openalex.org/V4210185488,"Journal of criminological research, policy and practice",NA
1757-9597,https://openalex.org/V2764797421,Longitudinal and life course studies,NA
0014-3367,https://openalex.org/V4210211943,The Evangelical quarterly,NA
2197-9103,https://openalex.org/V4210202375,Zeitschrift für Kulturwissenschaften,NA
1069-3424,https://openalex.org/V193428046,Seminars in Respiratory and Critical Care Medicine,NA
2046-9020,https://openalex.org/V2764516016,European Journal of Training and Development,NA
1366-4387,https://openalex.org/V57658676,Journal of Financial Management of Property and Construction,NA
2378-962X,https://openalex.org/V2506189754,ACM Transactions on Cyber-Physical Systems,NA
2161-8313,https://openalex.org/V2491932416,Advances in Nutrition,NA
2296-5424,https://openalex.org/V4210220015,Karger Kompass,NA
0014-3022,https://openalex.org/V162735375,European Neurology,NA
0927-5568,https://openalex.org/V26762059,The International Journal of Children's Rights,NA
0250-4685,https://openalex.org/V4210194558,Biyokimya dergisi,NA
1752-9719,https://openalex.org/V129176075,International Theory,NA
2212-4810,https://openalex.org/V4210179265,"Journal of law, religion and state",NA
2198-9605,https://openalex.org/V2764748910,Chinese semiotic studies,NA
1570-1638,https://openalex.org/V68676814,Current Drug Discovery Technologies,NA
0084-4144,https://openalex.org/V73398804,The Year's Work in English Studies,NA
0957-0411,https://openalex.org/V124430719,Arbitration International,NA
1573-2487,https://openalex.org/V49231287,Bridge Structures,NA
0147-6874,https://openalex.org/V7629549,Moscow University Soil Science Bulletin,NA
1368-3047,https://openalex.org/V34649780,Measuring Business Excellence,NA
2375-4699,https://openalex.org/V4210205387,ACM transactions on Asian and low-resource language information processing,NA
0263-7189,https://openalex.org/V2764955568,Libyan Studies,NA
0084-4152,https://openalex.org/V93053348,The Year's Work in Modern Language Studies,NA
1931-9401,https://openalex.org/V4210229136,Applied physics reviews,NA
0955-6222,https://openalex.org/V36303399,International Journal of Clothing Science and Technology,NA
1010-0652,https://openalex.org/V60495864,Zeitschrift Fur Padagogische Psychologie,NA
1752-7716,https://openalex.org/V163979956,International Journal of Transitional Justice,NA
1093-2607,https://openalex.org/V2764542884,Human antibodies,NA
0265-0517,https://openalex.org/V59350867,British Journal of Music Education,NA
1871-5230,https://openalex.org/V2764656217,Anti-inflammatory & anti-allergy agents in medicinal chemistry,NA
2476-115X,https://openalex.org/V4210184802,Paragone,NA
2515-4184,https://openalex.org/V4210236495,Molecular omics,NA
2514-7641,https://openalex.org/V4210235391,Journal of participation and employee ownership,NA
1948-4690,https://openalex.org/V111613107,Statistical Communications in Infectious Diseases,NA
2516-4392,https://openalex.org/V4210179239,International journal of disruptive innovation in government,NA
2666-1748,https://openalex.org/V4210195219,"TASK, journal on task-based language teaching and learning",NA
1673-1581,https://openalex.org/V47715536,Journal of Zhejiang University-science B,NA
2331-7019,https://openalex.org/V2764453006,Physical review applied,NA
1475-4398,https://openalex.org/V4210167539,Strategic HR review,NA
0025-1461,https://openalex.org/V6145614,Mammalia,NA
1468-4527,https://openalex.org/V931548824,Online Information Review,NA
1098-7339,https://openalex.org/V3341432,Regional Anesthesia and Pain Medicine,NA
0896-6346,https://openalex.org/V34010420,New Perspectives on Turkey,NA
2333-9403,https://openalex.org/V2494570641,IEEE Transactions on Computational Imaging,NA
