issn_l,cr_year,cc,cc_total,jn_all,prop
1471-678X,2019,NA,0,16,0
0095-2737,2018,NA,0,16,0
1947-9832,2018,NA,0,16,0
0019-0829,2018,NA,0,16,0
0737-0008,2018,NA,0,16,0
2214-2282,2019,NA,0,16,0
1090-4018,2017,NA,0,16,0
1757-0972,2017,NA,0,16,0
1570-5838,2022,NA,0,16,0
1052-7001,2021,NA,0,16,0
2319-510X,2019,NA,0,16,0
2329-4949,2017,NA,0,16,0
1812-1004,2021,NA,0,16,0
2044-1398,2022,NA,0,16,0
0732-5223,2021,NA,0,16,0
0363-0269,2022,NA,0,16,0
1561-8625,2017,NA,0,16,0
0974-7338,2017,NA,0,16,0
1363-254X,2022,NA,0,16,0
2425-6870,2018,NA,0,16,0
1672-7975,2022,NA,0,16,0
2665-9786,2022,NA,0,16,0
1559-6915,2018,NA,0,16,0
1439-9326,2017,NA,0,16,0
1871-1340,2021,NA,0,16,0
0008-5030,2017,NA,0,16,0
0898-588X,2018,NA,0,16,0
1877-9468,2018,NA,0,16,0
2042-6747,2017,NA,0,16,0
0079-497X,2017,NA,0,16,0
0019-0810,2018,NA,0,16,0
1047-8310,2020,NA,0,16,0
0974-4053,2019,NA,0,16,0
0002-7766,2019,NA,0,16,0
1557-4679,2022,NA,0,16,0
2514-7641,2021,NA,0,16,0
1547-0148,2018,NA,0,16,0
0002-0184,2019,NA,0,16,0
1570-2081,2017,NA,0,16,0
0047-2662,2017,NA,0,16,0
1547-688X,2021,NA,0,16,0
2666-1748,2021,NA,0,16,0
2376-3639,2020,NA,0,16,0
1475-262X,2020,NA,0,16,0
1934-3655,2019,NA,0,16,0
0971-8907,2017,NA,0,16,0
0973-9572,2017,NA,0,16,0
1024-6029,2018,NA,0,16,0
1477-7622,2019,NA,0,16,0
1472-8028,2021,NA,0,16,0
2516-6085,2019,NA,0,16,0
2214-4463,2019,NA,0,16,0
0885-4726,2017,NA,0,16,0
2198-6088,2021,NA,0,16,0
1471-7727,2017,NA,0,16,0
1756-1450,2017,NA,0,16,0
0961-1371,2021,NA,0,16,0
0003-9381,2021,NA,0,16,0
2329-440X,2017,NA,0,16,0
0090-8320,2018,NA,0,16,0
1047-7845,2021,NA,0,16,0
1547-402X,2018,NA,0,16,0
1384-6663,2019,NA,0,16,0
1537-7903,2018,NA,0,16,0
1871-1340,2017,NA,0,16,0
1895-6106,2018,NA,0,16,0
1753-2523,2018,NA,0,16,0
1037-1397,2022,NA,0,16,0
1868-7431,2018,NA,0,16,0
1460-8790,2021,NA,0,16,0
0895-7967,2019,NA,0,16,0
1755-0920,2022,NA,0,16,0
0014-6242,2022,NA,0,16,0
1077-3525,2018,NA,0,16,0
0376-9836,2022,NA,0,16,0
1062-7197,2018,NA,0,16,0
1555-614X,2017,NA,0,16,0
0271-8294,2022,NA,0,16,0
2165-0349,2020,NA,0,16,0
0378-4169,2018,NA,0,16,0
2058-4571,2017,NA,0,16,0
0021-9142,2018,NA,0,16,0
0304-3754,2017,NA,0,16,0
0210-3702,2022,NA,0,16,0
1471-5201,2018,NA,0,16,0
1937-5034,2017,NA,0,16,0
0277-5921,2019,NA,0,16,0
2155-1200,2017,NA,0,16,0
0092-7678,2019,NA,0,16,0
0027-4631,2018,NA,0,16,0
2167-4817,2022,NA,0,16,0
1460-8790,2017,NA,0,16,0
1048-3950,2022,NA,0,16,0
0146-4833,2022,NA,0,16,0
0430-3202,2018,NA,0,16,0
1758-5716,2019,NA,0,16,0
0932-9714,2021,NA,0,16,0
0039-3207,2018,NA,0,16,0
0888-4064,2020,NA,0,16,0
2474-1604,2017,NA,0,16,0
0737-6146,2019,NA,0,16,0
2451-8581,2019,NA,0,16,0
2405-5204,2022,NA,0,16,0
1529-5192,2018,NA,0,16,0
1934-2659,2022,NA,0,16,0
0974-4053,2017,NA,0,16,0
1758-5716,2022,NA,0,16,0
1874-8767,2019,NA,0,16,0
2666-1217,2022,NA,0,16,0
0084-4276,2019,NA,0,16,0
0160-7960,2019,NA,0,16,0
1572-3739,2019,NA,0,16,0
1030-1763,2022,NA,0,16,0
0251-2513,2017,NA,0,16,0
2212-8433,2019,NA,0,16,0
0003-4452,2018,NA,0,16,0
2278-5337,2017,NA,0,16,0
1387-9316,2017,NA,0,16,0
2196-6923,2022,NA,0,16,0
2393-9575,2017,NA,0,16,0
0895-7347,2018,NA,0,16,0
2222-3282,2019,NA,0,16,0
1867-030X,2021,NA,0,16,0
1079-6126,2019,NA,0,16,0
0929-5585,2017,NA,0,16,0
1559-6915,2019,NA,0,16,0
1923-6026,2018,NA,0,16,0
1990-4789,2022,NA,0,16,0
2468-9238,2018,NA,0,16,0
1477-7622,2017,NA,0,16,0
2041-7365,2022,NA,0,16,0
2468-6018,2018,NA,0,16,0
2588-9605,2019,NA,0,16,0
1872-5457,2019,NA,0,16,0
1355-8358,2019,NA,0,16,0
0108-8416,2018,NA,0,16,0
2542-5277,2018,NA,0,16,0
0973-7030,2022,NA,0,16,0
1542-7609,2019,NA,0,16,0
1022-5706,2018,NA,0,16,0
0071-9706,2020,NA,0,16,0
0972-5792,2018,NA,0,16,0
1059-986X,2021,NA,0,16,0
2752-535X,2020,NA,0,16,0
2455-9296,2017,NA,0,16,0
1098-0482,2021,NA,0,16,0
0921-5891,2021,NA,0,16,0
0362-5915,2021,NA,0,16,0
0021-0889,2021,NA,0,16,0
1088-9868,2018,NA,0,16,0
2472-1735,2019,NA,0,16,0
1757-8043,2021,NA,0,16,0
1439-9326,2019,NA,0,16,0
1246-0125,2019,NA,0,16,0
1542-7730,2022,NA,0,16,0
0988-3754,2018,NA,0,16,0
1355-8358,2018,NA,0,16,0
2308-0477,2019,NA,0,16,0
1608-5914,2022,NA,0,16,0
1537-7938,2021,NA,0,16,0
1756-6266,2020,NA,0,16,0
0929-077X,2017,NA,0,16,0
0004-3389,2018,NA,0,16,0
1355-2511,2022,NA,0,16,0
0098-7913,2022,NA,0,16,0
1361-4568,2018,NA,0,16,0
2222-582X,2019,NA,0,16,0
2053-0196,2018,NA,0,16,0
1063-2042,2019,NA,0,16,0
1754-4408,2017,NA,0,16,0
1536-6006,2022,NA,0,16,0
1079-6126,2020,NA,0,16,0
0974-9276,2018,NA,0,16,0
1757-8043,2022,NA,0,16,0
0898-588X,2017,NA,0,16,0
2072-1978,2022,NA,0,16,0
2476-1508,2017,NA,0,16,0
1536-5433,2020,NA,0,16,0
0167-7764,2019,NA,0,16,0
2043-0795,2017,NA,0,16,0
0068-2454,2019,NA,0,16,0
1050-6519,2017,NA,0,16,0
1757-4323,2017,NA,0,16,0
1756-9370,2017,NA,0,16,0
1066-9868,2020,NA,0,16,0
1093-2607,2022,NA,0,16,0
2041-2568,2022,NA,0,16,0
2398-5364,2018,NA,0,16,0
1559-6915,2017,NA,0,16,0
0307-8698,2017,NA,0,16,0
2397-0022,2017,NA,0,16,0
2161-2412,2017,NA,0,16,0
0973-4619,2021,NA,0,16,0
0262-5245,2019,NA,0,16,0
1862-8508,2019,NA,0,16,0
0973-5984,2018,NA,0,16,0
2196-7237,2017,NA,0,16,0
2473-0580,2019,NA,0,16,0
0001-3072,2018,NA,0,16,0
1463-1180,2019,NA,0,16,0
2398-5364,2020,NA,0,16,0
2211-3711,2018,NA,0,16,0
1756-4905,2021,NA,0,16,0
1439-9326,2021,NA,0,16,0
1384-6663,2018,NA,0,16,0
2166-1642,2021,NA,0,16,0
1023-0807,2021,NA,0,16,0
0973-2586,2020,NA,0,16,0
1060-992X,2022,NA,0,16,0
0008-5030,2021,NA,0,16,0
0974-7338,2020,NA,0,16,0
0167-6164,2019,NA,0,16,0
2514-9407,2020,NA,0,16,0
1935-7397,2018,NA,0,16,0
1321-103X,2017,NA,0,16,0
2468-1873,2018,NA,0,16,0
1547-5778,2020,NA,0,16,0
2277-9752,2018,NA,0,16,0
2196-6834,2021,NA,0,16,0
1940-5987,2017,NA,0,16,0
2364-0006,2017,NA,0,16,0
2542-3851,2018,NA,0,16,0
0021-0889,2017,NA,0,16,0
1722-0750,2018,NA,0,16,0
1476-9263,2018,NA,0,16,0
1652-2354,2018,NA,0,16,0
1936-7236,2019,NA,0,16,0
2047-7414,2017,NA,0,16,0
0792-9978,2018,NA,0,16,0
2053-4620,2018,NA,0,16,0
1362-0436,2022,NA,0,16,0
1542-0353,2019,NA,0,16,0
2572-6668,2021,NA,0,16,0
0957-4239,2019,NA,0,16,0
0792-9978,2022,NA,0,16,0
1931-0145,2019,NA,0,16,0
0927-796X,2019,NA,0,16,0
1752-8631,2020,NA,0,16,0
1703-4949,2017,NA,0,16,0
0889-9401,2018,NA,0,16,0
0735-2689,2019,NA,0,16,0
1863-2637,2018,NA,0,16,0
2470-9360,2019,NA,0,16,0
1368-0005,2017,NA,0,16,0
0883-8305,2017,NA,0,16,0
1652-2354,2017,NA,0,16,0
2211-9051,2021,NA,0,16,0
1724-8574,2019,NA,0,16,0
1934-8282,2017,NA,0,16,0
0076-3519,2017,NA,0,16,0
1444-5921,2019,NA,0,16,0
2056-4945,2018,NA,0,16,0
0047-2662,2018,NA,0,16,0
1559-5692,2018,NA,0,16,0
1025-9996,2019,NA,0,16,0
1047-4412,2021,NA,0,16,0
1474-3892,2017,NA,0,16,0
0040-5760,2022,NA,0,16,0
1463-001X,2020,NA,0,16,0
0949-1147,2017,NA,0,16,0
2051-6614,2018,NA,0,16,0
1542-6432,2022,NA,0,16,0
1476-8690,2017,NA,0,16,0
1989-9386,2018,NA,0,16,0
1533-2748,2019,NA,0,16,0
0047-2662,2019,NA,0,16,0
1537-7938,2017,NA,0,16,0
1062-2551,2022,NA,0,16,0
1538-1501,2017,NA,0,16,0
1538-1501,2020,NA,0,16,0
2211-4238,2022,NA,0,16,0
0988-3754,2017,NA,0,16,0
2214-3157,2020,NA,0,16,0
0001-3455,2022,NA,0,16,0
2398-5364,2017,NA,0,16,0
1940-4158,2017,NA,0,16,0
1055-1344,2017,NA,0,16,0
0954-5867,2018,NA,0,16,0
1868-7431,2017,NA,0,16,0
0933-1883,2019,NA,0,16,0
1088-7156,2018,NA,0,16,0
2051-6614,2022,NA,0,16,0
2327-6673,2022,NA,0,16,0
1355-6207,2018,NA,0,16,0
2445-1460,2019,NA,0,16,0
1404-3858,2017,NA,0,16,0
1384-6663,2020,NA,0,16,0
0380-1489,2019,NA,0,16,0
1522-6379,2017,NA,0,16,0
0040-7496,2018,NA,0,16,0
1541-1796,2018,NA,0,16,0
2051-6614,2019,NA,0,16,0
0303-4178,2019,NA,0,16,0
1045-988X,2022,NA,0,16,0
2211-3568,2019,NA,0,16,0
1408-6980,2019,NA,0,16,0
2374-3603,2017,NA,0,16,0
0954-5867,2021,CC BY-NC-SA,1,16,0.0625
1463-1180,2020,CC BY,1,16,0.0625
1472-8028,2017,CC BY-NC-ND,1,16,0.0625
1387-5868,2017,CC BY-NC-ND,1,16,0.0625
0905-7196,2020,CC BY-NC-ND,1,16,0.0625
0954-5867,2019,CC BY,1,16,0.0625
0937-7255,2020,CC BY-NC-ND,1,16,0.0625
0943-8610,2022,CC BY,1,16,0.0625
1749-4613,2019,CC BY-NC-ND,1,16,0.0625
0893-4215,2021,CC BY-NC-ND,1,16,0.0625
2665-9581,2021,CC BY-NC,1,16,0.0625
0897-5930,2021,CC BY-NC-ND,1,16,0.0625
0007-1773,2022,CC BY,1,16,0.0625
1534-8644,2018,CC BY,1,16,0.0625
2211-4866,2022,CC BY,1,16,0.0625
1754-6559,2020,CC BY,1,16,0.0625
1037-1656,2019,CC BY-NC-ND,1,16,0.0625
2051-7483,2017,CC BY,1,16,0.0625
1931-2458,2019,CC BY,1,16,0.0625
1029-5399,2017,CC BY-NC-ND,1,16,0.0625
0091-732X,2021,CC BY-NC,1,16,0.0625
1383-7133,2017,CC BY,1,16,0.0625
1064-1955,2022,CC BY-NC-ND,1,16,0.0625
2364-821X,2022,CC BY,1,16,0.0625
1385-951X,2019,CC BY,1,16,0.0625
0022-0973,2022,CC BY-NC-ND,1,16,0.0625
0737-7363,2022,CC BY,1,16,0.0625
0091-732X,2021,CC BY,1,16,0.0625
1750-4902,2022,CC BY,1,16,0.0625
1035-6908,2022,CC BY,1,16,0.0625
1753-8157,2020,CC BY-NC-ND,1,16,0.0625
1867-4305,2022,CC BY,1,16,0.0625
2469-4193,2021,CC BY-NC-ND,1,16,0.0625
1529-5192,2017,CC BY-NC-ND,1,16,0.0625
0975-2498,2017,CC BY,1,16,0.0625
1046-4883,2022,CC BY-NC-ND,1,16,0.0625
0161-6846,2022,CC BY,1,16,0.0625
1550-428X,2021,CC BY,1,16,0.0625
0048-1009,2022,CC BY-NC,1,16,0.0625
1051-144X,2020,CC BY-NC-ND,1,16,0.0625
2161-9441,2020,CC BY-NC-ND,1,16,0.0625
1369-8036,2021,CC BY-NC-ND,1,16,0.0625
2689-6583,2021,CC BY-NC-ND,1,16,0.0625
0974-6862,2021,CC BY-NC,1,16,0.0625
1876-6633,2021,CC BY,1,16,0.0625
0973-9572,2020,CC BY-NC-ND,1,16,0.0625
1055-615X,2021,CC BY-NC-ND,1,16,0.0625
1611-2776,2022,CC BY,1,16,0.0625
0037-7317,2021,CC BY-NC-ND,1,16,0.0625
0079-1636,2021,CC BY-NC-ND,1,16,0.0625
1890-2138,2019,CC BY,1,16,0.0625
1368-0005,2021,CC BY-NC,1,16,0.0625
0036-8121,2021,CC BY,1,16,0.0625
1053-4202,2021,CC BY-NC,1,16,0.0625
0967-0769,2019,CC BY-NC-ND,1,16,0.0625
1548-0518,2022,CC BY-NC,1,16,0.0625
1939-005X,2020,CC BY-NC,1,16,0.0625
1092-6755,2019,CC BY-NC-ND,1,16,0.0625
1536-8386,2017,CC BY-NC-ND,1,16,0.0625
0039-0402,2017,CC BY-NC,1,16,0.0625
0008-5030,2022,CC BY-NC-ND,1,16,0.0625
0939-608X,2017,CC BY,1,16,0.0625
0147-037X,2020,CC BY-NC-ND,1,16,0.0625
1477-8599,2019,CC BY,1,16,0.0625
0887-4476,2022,CC BY,1,16,0.0625
2040-3585,2022,CC BY-NC-ND,1,16,0.0625
0076-6097,2017,CC BY,1,16,0.0625
1554-4788,2017,CC BY,1,16,0.0625
0077-9954,2019,CC BY,1,16,0.0625
2161-2617,2020,CC BY-NC,1,16,0.0625
0954-1985,2018,CC BY-NC,1,16,0.0625
1522-6379,2018,CC BY-NC,1,16,0.0625
0030-6525,2022,CC BY,1,16,0.0625
2214-4463,2020,CC BY,1,16,0.0625
0737-0008,2022,CC BY-NC-ND,1,16,0.0625
1470-2541,2018,CC BY-NC-ND,1,16,0.0625
2665-9042,2020,CC BY,1,16,0.0625
1744-3121,2022,CC BY-NC,1,16,0.0625
2474-1604,2018,CC BY,1,16,0.0625
0034-6446,2022,CC BY-NC,1,16,0.0625
2046-4177,2020,CC BY-NC-ND,1,16,0.0625
1553-3832,2018,CC BY-NC-ND,1,16,0.0625
1936-7244,2022,CC BY,1,16,0.0625
1874-6284,2017,CC BY,1,16,0.0625
1613-7027,2017,CC BY-NC-ND,1,16,0.0625
2589-1707,2020,CC BY,1,16,0.0625
0265-8240,2018,CC BY-NC-ND,1,16,0.0625
1557-4679,2018,CC BY,1,16,0.0625
2215-1478,2020,CC BY-NC,1,16,0.0625
1550-4271,2022,CC BY,1,16,0.0625
0002-7766,2021,CC BY-NC-ND,1,16,0.0625
1570-5838,2019,CC BY-NC,1,16,0.0625
1550-428X,2021,CC BY-NC-ND,1,16,0.0625
2373-518X,2018,CC BY,1,16,0.0625
1361-7427,2020,CC BY,1,16,0.0625
1522-8835,2020,CC BY-NC-ND,1,16,0.0625
1044-2073,2022,CC BY,1,16,0.0625
0275-1100,2018,CC BY,1,16,0.0625
2509-4890,2020,CC BY,1,16,0.0625
0973-4619,2022,CC BY,1,16,0.0625
0038-0237,2022,CC BY-NC-ND,1,16,0.0625
1466-4658,2022,CC BY,1,16,0.0625
0019-4646,2022,CC BY,1,16,0.0625
1757-7632,2017,CC BY-NC-ND,1,16,0.0625
2196-5110,2021,CC BY,1,16,0.0625
1939-0238,2021,CC BY,1,16,0.0625
1099-1107,2022,CC BY,1,16,0.0625
1469-1957,2020,CC BY,1,16,0.0625
0076-6097,2017,CC BY-NC-ND,1,16,0.0625
2198-6428,2020,CC BY,1,16,0.0625
2194-8739,2018,CC BY-NC-ND,1,16,0.0625
1064-9506,2020,CC BY,1,16,0.0625
0963-8008,2019,CC BY,1,16,0.0625
1944-2890,2020,CC BY-NC-ND,1,16,0.0625
2578-7470,2019,CC BY-NC-ND,1,16,0.0625
1553-3832,2019,CC BY,1,16,0.0625
0097-7004,2021,CC BY-NC,1,16,0.0625
1937-8629,2017,CC BY-NC-ND,1,16,0.0625
1065-657X,2020,CC BY-NC-ND,1,16,0.0625
1046-4883,2022,CC BY,1,16,0.0625
0079-1636,2021,CC BY,1,16,0.0625
0905-7196,2021,CC BY-NC-ND,1,16,0.0625
0047-2816,2021,CC BY,1,16,0.0625
2154-1272,2019,CC BY,1,16,0.0625
1053-4202,2021,CC BY-NC-ND,1,16,0.0625
2694-6416,2020,CC BY-NC,1,16,0.0625
0008-5030,2022,CC BY,1,16,0.0625
1380-6165,2019,CC BY,1,16,0.0625
1055-615X,2021,CC BY-NC,1,16,0.0625
1433-2825,2017,CC BY,1,16,0.0625
2078-0389,2019,CC BY,1,16,0.0625
0266-2671,2022,CC BY-NC-ND,1,16,0.0625
2054-4170,2021,CC BY-NC-ND,1,16,0.0625
0044-2615,2017,CC BY-NC-ND,1,16,0.0625
2040-7211,2022,CC BY,1,16,0.0625
0034-5806,2020,CC BY,1,16,0.0625
2576-5949,2022,CC BY,1,16,0.0625
0013-8746,2022,CC BY,1,16,0.0625
0556-8641,2020,CC BY-NC-ND,1,16,0.0625
0169-6149,2019,CC BY,1,16,0.0625
2212-6570,2020,CC BY,1,16,0.0625
2210-2116,2022,CC BY-NC,1,16,0.0625
2692-1944,2020,CC BY,1,16,0.0625
1755-876X,2018,CC BY,1,16,0.0625
0936-7195,2022,CC BY-NC,1,16,0.0625
0379-6205,2021,CC BY-NC-ND,1,16,0.0625
1947-7503,2021,CC BY,1,16,0.0625
1553-118X,2020,CC BY-NC-ND,1,16,0.0625
1539-445X,2022,CC BY,1,16,0.0625
0923-4748,2022,CC BY-NC-ND,1,16,0.0625
0160-9327,2020,CC BY-NC-ND,1,16,0.0625
1044-2073,2022,CC BY-NC,1,16,0.0625
1361-7427,2020,CC BY-NC-ND,1,16,0.0625
1995-5855,2019,CC BY-NC-ND,1,16,0.0625
1364-0461,2021,CC BY,1,16,0.0625
2468-6964,2020,CC BY-NC-ND,1,16,0.0625
1350-178X,2022,CC BY,1,16,0.0625
1935-4932,2022,CC BY,1,16,0.0625
0970-7794,2022,CC BY,1,16,0.0625
0937-7255,2020,CC BY,1,16,0.0625
0019-8676,2019,CC BY-NC-ND,1,16,0.0625
0108-8416,2020,CC BY,1,16,0.0625
2524-4515,2021,CC BY,1,16,0.0625
2056-6093,2018,CC BY,1,16,0.0625
2542-5277,2021,CC BY,1,16,0.0625
1022-6877,2022,CC BY-NC,1,16,0.0625
1463-1180,2021,CC BY,1,16,0.0625
0266-0830,2020,CC BY-NC-ND,1,16,0.0625
2210-4070,2022,CC BY-NC,1,16,0.0625
1750-3132,2022,CC BY-NC-ND,1,16,0.0625
0967-2559,2022,CC BY,1,16,0.0625
2214-4463,2020,CC BY-NC-ND,1,16,0.0625
2041-7365,2019,CC BY,1,16,0.0625
2468-6964,2020,CC BY,1,16,0.0625
2589-5737,2020,CC BY,1,16,0.0625
0895-7967,2020,CC BY-NC-ND,1,16,0.0625
1533-2861,2020,CC BY-NC-ND,1,16,0.0625
0163-5158,2019,CC BY,2,16,0.125
1931-2458,2019,CC BY-NC-ND,2,16,0.125
0167-8329,2022,CC BY-NC,2,16,0.125
2380-0127,2021,CC BY,2,16,0.125
2196-1085,2020,CC BY,2,16,0.125
1748-9725,2021,CC BY,2,16,0.125
0026-9301,2022,CC BY,2,16,0.125
1868-632X,2021,CC BY-NC-ND,2,16,0.125
1612-1651,2020,CC BY,2,16,0.125
1934-2616,2020,CC BY-NC-ND,2,16,0.125
1063-4266,2021,CC BY,2,16,0.125
1934-2616,2020,CC BY,2,16,0.125
0034-0006,2022,CC BY,2,16,0.125
0044-3506,2022,CC BY,2,16,0.125
2380-0127,2021,CC BY-NC-ND,2,16,0.125
0892-8339,2022,CC BY-NC-ND,2,16,0.125
2578-7470,2019,CC BY,2,16,0.125
1759-7269,2022,CC BY-NC-ND,2,16,0.125
2694-6416,2020,CC BY,2,16,0.125
0167-7764,2017,CC BY,2,16,0.125
0922-2936,2020,CC BY-NC,2,16,0.125
1860-1871,2017,CC BY,2,16,0.125
1557-4679,2018,CC BY-NC-ND,2,16,0.125
0034-6446,2022,CC BY,2,16,0.125
2524-7891,2022,CC BY,2,16,0.125
0741-9325,2022,CC BY,2,16,0.125
1016-4987,2021,CC BY,2,16,0.125
0022-1821,2022,CC BY,2,16,0.125
2212-6570,2020,CC BY-NC-ND,2,16,0.125
0731-9487,2022,CC BY,2,16,0.125
2196-291X,2017,CC BY,2,16,0.125
2153-9553,2019,CC BY,2,16,0.125
2213-4506,2020,CC BY-NC,2,16,0.125
0892-6794,2022,CC BY,2,16,0.125
1320-0968,2018,CC BY-NC-ND,2,16,0.125
1463-1180,2021,CC BY-NC-ND,2,16,0.125
0311-5518,2022,CC BY-NC-ND,2,16,0.125
0033-1538,2019,CC BY,2,16,0.125
1748-9725,2021,CC BY-NC-ND,2,16,0.125
2522-5987,2018,CC BY,2,16,0.125
0075-8744,2021,CC BY,2,16,0.125
2366-6048,2021,CC BY,2,16,0.125
1867-3236,2017,CC BY,2,16,0.125
0026-1424,2019,CC BY,2,16,0.125
0803-9410,2022,CC BY,2,16,0.125
1890-2138,2019,CC BY-NC-ND,2,16,0.125
2152-0844,2022,CC BY-NC-ND,2,16,0.125
0019-4670,2017,CC BY,2,16,0.125
2329-2229,2018,CC BY,2,16,0.125
1048-9223,2020,CC BY,2,16,0.125
1092-6488,2022,CC BY-NC-ND,2,16,0.125
1401-5439,2022,CC BY,2,16,0.125
1536-5581,2020,CC BY,2,16,0.125
2625-073X,2019,CC BY,2,16,0.125
1936-7244,2022,CC BY-NC,2,16,0.125
1356-9317,2019,CC BY,2,16,0.125
0020-7659,2022,CC BY,2,16,0.125
1473-8481,2021,CC BY-NC-ND,2,16,0.125
2154-1272,2020,CC BY,2,16,0.125
0954-4828,2020,CC BY-NC-ND,2,16,0.125
2210-4070,2022,CC BY,2,16,0.125
1099-1107,2022,CC BY-NC-ND,2,16,0.125
1356-3475,2020,CC BY,2,16,0.125
0961-7353,2017,CC BY-NC-ND,2,16,0.125
0942-4962,2018,CC BY,2,16,0.125
0039-3274,2022,CC BY-NC-ND,2,16,0.125
2154-1272,2019,CC BY-NC-ND,2,16,0.125
1356-3475,2020,CC BY-NC-ND,2,16,0.125
0143-6503,2022,CC BY-NC,2,16,0.125
1401-5439,2018,CC BY,2,16,0.125
1038-4871,2022,CC BY,2,16,0.125
0922-1425,2022,CC BY-NC-ND,2,16,0.125
1754-6559,2022,CC BY-NC-ND,2,16,0.125
0925-8558,2020,CC BY,2,16,0.125
0020-7659,2022,CC BY-NC-ND,2,16,0.125
2730-7794,2022,CC BY,2,16,0.125
1745-6452,2020,CC BY,2,16,0.125
1073-8746,2022,CC BY-NC-ND,2,16,0.125
0048-1009,2022,CC BY,2,16,0.125
2154-1272,2020,CC BY-NC-ND,2,16,0.125
0001-6810,2019,CC BY,2,16,0.125
0892-7545,2018,CC BY,2,16,0.125
0024-2667,2022,CC BY,2,16,0.125
1035-8811,2022,CC BY,2,16,0.125
1466-4658,2022,CC BY-NC-ND,2,16,0.125
0161-6846,2022,CC BY-NC-ND,2,16,0.125
1388-0292,2021,CC BY-NC-ND,2,16,0.125
2206-3110,2021,CC BY,2,16,0.125
1473-8481,2021,CC BY,2,16,0.125
1758-6801,2019,CC BY-NC-ND,2,16,0.125
0025-5858,2020,CC BY,3,16,0.1875
1035-8811,2022,CC BY-NC-ND,3,16,0.1875
0905-7196,2020,CC BY,3,16,0.1875
1044-5005,2022,CC BY,3,16,0.1875
1740-3812,2022,CC BY,3,16,0.1875
0167-9848,2021,CC BY,3,16,0.1875
1664-221X,2018,CC BY,3,16,0.1875
0262-4893,2021,CC BY,3,16,0.1875
1437-2053,2020,CC BY,3,16,0.1875
1472-4782,2022,CC BY,3,16,0.1875
0258-9001,2022,CC BY-NC-ND,3,16,0.1875
2590-1184,2022,CC BY,3,16,0.1875
0922-6567,2019,CC BY,3,16,0.1875
1042-1467,2018,CC BY,3,16,0.1875
0040-7585,2022,CC BY,3,16,0.1875
2468-1717,2020,CC BY-NC-ND,3,16,0.1875
1389-0166,2018,CC BY,3,16,0.1875
0034-0006,2022,CC BY-NC-ND,3,16,0.1875
0885-7466,2020,CC BY,3,16,0.1875
0268-3679,2020,CC BY,3,16,0.1875
2167-4884,2021,CC BY,3,16,0.1875
2198-7866,2020,CC BY,3,16,0.1875
1548-0518,2022,CC BY,3,16,0.1875
1321-2753,2020,CC BY,3,16,0.1875
0936-7195,2022,CC BY-NC-ND,3,16,0.1875
0044-2526,2022,CC BY,3,16,0.1875
0266-2671,2022,CC BY,3,16,0.1875
0892-8339,2022,CC BY,3,16,0.1875
1664-221X,2019,CC BY,3,16,0.1875
0803-9410,2022,CC BY-NC-ND,3,16,0.1875
1368-0005,2021,CC BY-NC-ND,3,16,0.1875
0007-1773,2022,CC BY-NC-ND,3,16,0.1875
2213-4506,2020,CC BY,3,16,0.1875
1389-4633,2021,CC BY,3,16,0.1875
0435-4052,2019,CC BY,3,16,0.1875
1048-9223,2020,CC BY-NC-ND,3,16,0.1875
2567-1111,2021,CC BY,3,16,0.1875
1612-1651,2021,CC BY,3,16,0.1875
1055-615X,2021,CC BY,3,16,0.1875
2040-7211,2022,CC BY-NC-ND,3,16,0.1875
1939-005X,2020,CC BY,3,16,0.1875
0022-1821,2022,CC BY-NC-ND,3,16,0.1875
0923-4748,2022,CC BY,3,16,0.1875
1836-6864,2022,CC BY,4,16,0.25
0034-0006,2022,CC BY-NC,4,16,0.25
0039-3606,2022,CC BY,4,16,0.25
0922-6567,2020,CC BY,4,16,0.25
1437-2053,2022,CC BY,4,16,0.25
2367-1734,2020,CC BY,4,16,0.25
1015-3802,2022,CC BY,4,16,0.25
2192-8576,2022,CC BY,4,16,0.25
2524-7662,2022,CC BY,4,16,0.25
0967-0769,2018,CC BY,4,16,0.25
0829-3201,2022,CC BY,4,16,0.25
0092-0606,2022,CC BY,4,16,0.25
2196-1085,2022,CC BY,4,16,0.25
2040-3585,2022,CC BY,4,16,0.25
1089-9995,2022,CC BY-NC-ND,4,16,0.25
2666-7703,2022,CC BY,4,16,0.25
2049-7113,2022,CC BY,4,16,0.25
1321-2753,2018,CC BY,4,16,0.25
1092-6488,2022,CC BY,4,16,0.25
2366-0120,2019,CC BY,4,16,0.25
1350-178X,2022,CC BY-NC-ND,4,16,0.25
0003-9519,2021,CC BY,4,16,0.25
2191-9216,2021,CC BY,4,16,0.25
1386-4564,2021,CC BY,5,16,0.3125
1750-4902,2022,CC BY-NC-ND,5,16,0.3125
0957-8536,2018,CC BY,5,16,0.3125
1401-5439,2022,CC BY-NC-ND,5,16,0.3125
1754-0763,2022,CC BY-NC-ND,5,16,0.3125
2364-6861,2017,CC BY,5,16,0.3125
0268-3679,2022,CC BY,5,16,0.3125
2730-7190,2020,CC BY,5,16,0.3125
2169-9763,2021,CC BY,5,16,0.3125
2213-4506,2022,CC BY,5,16,0.3125
1435-6163,2020,CC BY,5,16,0.3125
0748-4518,2022,CC BY,5,16,0.3125
0144-0365,2021,CC BY-NC-ND,5,16,0.3125
