issn_l,cr_year,cc,cc_total,jn_all,prop
0094-6176,2018,CC BY,1,81,0.012345679012345678
0091-0562,2021,CC BY,1,81,0.012345679012345678
2643-6728,2022,CC BY-NC-ND,1,81,0.012345679012345678
2352-0124,2017,CC BY,1,81,0.012345679012345678
1873-5533,2017,CC BY-NC-ND,1,81,0.012345679012345678
0081-5438,2020,CC BY,1,81,0.012345679012345678
1015-3837,2020,CC BY,1,81,0.012345679012345678
1933-8244,2020,CC BY-NC-ND,1,81,0.012345679012345678
1175-5652,2021,CC BY,1,81,0.012345679012345678
1759-1961,2017,CC BY-NC-ND,1,81,0.012345679012345678
1609-4840,2017,CC BY-NC-ND,1,81,0.012345679012345678
1099-2340,2019,CC BY-NC-ND,1,81,0.012345679012345678
1932-8451,2017,CC BY-NC-ND,1,81,0.012345679012345678
1079-9796,2017,CC BY,1,81,0.012345679012345678
0887-8250,2020,CC BY,1,81,0.012345679012345678
1472-8222,2021,CC BY,1,81,0.012345679012345678
0026-7074,2019,CC BY-NC,1,81,0.012345679012345678
1097-3958,2021,CC BY-NC,1,81,0.012345679012345678
0952-3871,2017,CC BY-NC-ND,1,81,0.012345679012345678
1759-1961,2017,CC BY-NC,1,81,0.012345679012345678
0306-4379,2020,CC BY-NC-ND,2,81,0.024691358024691357
0894-069X,2020,CC BY,2,81,0.024691358024691357
1552-8014,2019,CC BY-NC-ND,2,81,0.024691358024691357
1573-4064,2021,CC BY,2,81,0.024691358024691357
1474-2829,2018,CC BY,2,81,0.024691358024691357
0959-2709,2017,CC BY,2,81,0.024691358024691357
0742-3098,2019,CC BY-NC-ND,2,81,0.024691358024691357
1998-1929,2019,CC BY,2,81,0.024691358024691357
1475-1585,2021,CC BY-NC-ND,2,81,0.024691358024691357
2210-8033,2022,CC BY-NC-ND,2,81,0.024691358024691357
0952-3499,2017,CC BY,2,81,0.024691358024691357
1474-2829,2018,CC BY-NC-ND,2,81,0.024691358024691357
0031-7012,2018,CC BY-NC-ND,2,81,0.024691358024691357
0276-8739,2020,CC BY,2,81,0.024691358024691357
0022-4545,2021,CC BY,2,81,0.024691358024691357
2469-4452,2018,CC BY-NC-ND,2,81,0.024691358024691357
0927-6505,2017,CC BY-NC-ND,2,81,0.024691358024691357
1358-8265,2017,CC BY-NC-ND,2,81,0.024691358024691357
1538-9588,2022,CC BY,2,81,0.024691358024691357
1050-9631,2020,CC BY-NC-ND,2,81,0.024691358024691357
1759-1961,2017,CC BY,2,81,0.024691358024691357
0254-8860,2019,CC BY,2,81,0.024691358024691357
0733-2459,2017,CC BY-NC,2,81,0.024691358024691357
0022-4227,2022,CC BY,2,81,0.024691358024691357
2542-6605,2022,CC BY-NC-ND,2,81,0.024691358024691357
1544-8444,2018,CC BY-NC,2,81,0.024691358024691357
0303-2647,2017,CC BY,2,81,0.024691358024691357
1358-8265,2017,CC BY,2,81,0.024691358024691357
1075-2617,2018,CC BY-NC-ND,2,81,0.024691358024691357
1470-3297,2017,CC BY-NC-ND,2,81,0.024691358024691357
1544-8444,2018,CC BY-NC-ND,2,81,0.024691358024691357
1877-0657,2019,CC BY-NC-ND,2,81,0.024691358024691357
0951-6433,2020,CC BY,2,81,0.024691358024691357
0303-2647,2017,CC BY-NC-ND,2,81,0.024691358024691357
0399-0559,2018,CC BY,2,81,0.024691358024691357
0923-6082,2018,CC BY,2,81,0.024691358024691357
0002-9300,2021,CC BY,2,81,0.024691358024691357
0167-8116,2021,CC BY-NC-ND,2,81,0.024691358024691357
0091-0562,2021,CC BY-NC-ND,2,81,0.024691358024691357
0026-7074,2019,CC BY,2,81,0.024691358024691357
0931-2668,2019,CC BY,4,81,0.04938271604938271
0190-0692,2020,CC BY-NC-ND,4,81,0.04938271604938271
1015-9770,2018,CC BY-NC-ND,4,81,0.04938271604938271
1475-1585,2021,CC BY,4,81,0.04938271604938271
1021-4437,2022,CC BY,4,81,0.04938271604938271
0042-9007,2022,CC BY-NC-ND,4,81,0.04938271604938271
0894-069X,2020,CC BY-NC-ND,4,81,0.04938271604938271
0885-0666,2022,CC BY,4,81,0.04938271604938271
0079-6425,2021,CC BY-NC-ND,4,81,0.04938271604938271
0034-4087,2019,CC BY-NC-ND,4,81,0.04938271604938271
0306-4379,2020,CC BY,4,81,0.04938271604938271
1861-8200,2017,CC BY,4,81,0.04938271604938271
0079-6107,2020,CC BY,4,81,0.04938271604938271
1050-9631,2020,CC BY-NC,4,81,0.04938271604938271
1474-7731,2018,CC BY,4,81,0.04938271604938271
0001-690X,2022,CC BY-NC,4,81,0.04938271604938271
1560-8115,2019,CC BY,4,81,0.04938271604938271
0144-6665,2020,CC BY-NC,4,81,0.04938271604938271
1617-4909,2018,CC BY,4,81,0.04938271604938271
0905-4383,2019,CC BY-NC-ND,4,81,0.04938271604938271
1079-9796,2020,CC BY,4,81,0.04938271604938271
0964-1998,2018,CC BY-NC,4,81,0.04938271604938271
0964-1998,2018,CC BY,4,81,0.04938271604938271
1073-8584,2020,CC BY,4,81,0.04938271604938271
0254-8860,2021,CC BY,4,81,0.04938271604938271
1070-5511,2019,CC BY,4,81,0.04938271604938271
0885-0666,2022,CC BY-NC,4,81,0.04938271604938271
1099-2340,2019,CC BY,4,81,0.04938271604938271
1538-9588,2022,CC BY-NC-ND,4,81,0.04938271604938271
0143-2885,2022,CC BY-NC,4,81,0.04938271604938271
1529-7322,2020,CC BY,8,81,0.09876543209876543
0022-1759,2022,CC BY-NC-ND,8,81,0.09876543209876543
0047-6374,2019,CC BY,8,81,0.09876543209876543
1170-229X,2017,CC BY-NC,8,81,0.09876543209876543
1350-6285,2017,CC BY,8,81,0.09876543209876543
0952-8369,2021,CC BY,8,81,0.09876543209876543
1352-0504,2022,CC BY-NC-ND,8,81,0.09876543209876543
0933-7407,2022,CC BY-NC-ND,8,81,0.09876543209876543
1523-3774,2021,CC BY,16,81,0.19753086419753085
1661-7738,2021,CC BY,16,81,0.19753086419753085
1015-1621,2021,CC BY,16,81,0.19753086419753085
1745-0101,2021,CC BY-NC-ND,29,81,0.35802469135802467
0894-9115,2019,NA,0,337,0
0015-0193,2018,NA,0,337,0
0755-4982,2019,NA,0,337,0
1556-7036,2022,NA,0,337,0
0260-8774,2017,CC BY,1,337,0.002967359050445104
1098-7339,2019,CC BY,1,337,0.002967359050445104
0260-8774,2017,CC BY-NC-ND,1,337,0.002967359050445104
1098-7339,2019,CC BY-NC,2,337,0.005934718100890208
1359-5113,2021,CC BY-NC-ND,2,337,0.005934718100890208
0949-2658,2021,CC BY,2,337,0.005934718100890208
1040-0397,2019,CC BY-NC-ND,2,337,0.005934718100890208
0025-7753,2022,CC BY,2,337,0.005934718100890208
1359-5113,2021,CC BY,4,337,0.011869436201780416
0094-114X,2019,CC BY-NC-ND,4,337,0.011869436201780416
1556-6013,2017,CC BY,4,337,0.011869436201780416
0950-222X,2018,CC BY-NC-ND,8,337,0.02373887240356083
1598-9623,2019,CC BY,8,337,0.02373887240356083
0168-1605,2019,CC BY-NC-ND,11,337,0.032640949554896145
1877-0568,2021,CC BY-NC-ND,7,337,0.020771513353115726
0950-222X,2018,CC BY,28,337,0.0830860534124629
0921-8971,2018,CC BY,23,337,0.06824925816023739
2472-3452,2021,CC BY-NC-ND,23,337,0.06824925816023739
0014-4835,2020,CC BY-NC-ND,34,337,0.10089020771513353
1040-0397,2019,CC BY,3,337,0.008902077151335312
0094-114X,2019,CC BY,3,337,0.008902077151335312
0168-1605,2019,CC BY,3,337,0.008902077151335312
0025-7753,2022,CC BY-NC-ND,5,337,0.01483679525222552
1877-0568,2021,CC BY,9,337,0.026706231454005934
1388-0764,2018,CC BY,18,337,0.05341246290801187
0014-4835,2020,CC BY,18,337,0.05341246290801187
0949-2658,2021,CC BY-NC-ND,13,337,0.03857566765578635
2472-3452,2021,CC BY,26,337,0.0771513353115727
1531-7129,2020,NA,0,593,0
0883-5403,2019,CC BY-NC-ND,11,593,0.01854974704890388
0268-005X,2018,CC BY-NC-ND,3,593,0.00505902192242833
0002-7820,2020,CC BY-NC,3,593,0.00505902192242833
2212-4292,2021,CC BY,6,593,0.01011804384485666
0002-7820,2020,CC BY-NC-ND,6,593,0.01011804384485666
1549-9618,2019,CC BY,1,593,0.0016863406408094434
0883-5403,2019,CC BY,1,593,0.0016863406408094434
1549-9618,2019,CC BY-NC-ND,2,593,0.003372681281618887
2212-4292,2021,CC BY-NC-ND,4,593,0.006745362563237774
0268-005X,2018,CC BY,8,593,0.013490725126475547
0924-977X,2021,CC BY,16,593,0.026981450252951095
2661-8907,2021,CC BY,75,593,0.12647554806070826
0956-053X,2020,CC BY-NC-ND,13,593,0.021922428330522766
0956-053X,2020,CC BY,17,593,0.02866779089376054
0924-977X,2021,CC BY-NC-ND,10,593,0.016863406408094434
0002-7820,2020,CC BY,28,593,0.047217537942664416
1099-0690,2017,CC BY-NC,3,849,0.0035335689045936395
1099-0690,2017,CC BY,6,849,0.007067137809187279
1099-0690,2017,CC BY-NC-ND,2,849,0.002355712603062426
0925-3467,2022,CC BY-NC-ND,4,849,0.004711425206124852
0925-3467,2022,CC BY,8,849,0.009422850412249705
0042-4900,2020,CC BY,6,1361,0.00440852314474651
0042-4900,2020,CC BY-NC,39,1361,0.028655400440852314
0044-8249,2018,CC BY-NC,62,3409,0.01818715165737753
0044-8249,2018,CC BY-NC-ND,55,3409,0.016133763567028454
0044-8249,2018,CC BY,99,3409,0.029040774420651217
1354-571X,2017,NA,0,82,0
1553-779X,2018,NA,0,82,0
1549-8417,2019,NA,0,82,0
1062-4821,2018,NA,0,82,0
1068-1302,2021,NA,0,82,0
1619-1919,2021,NA,0,82,0
2405-8300,2018,NA,0,82,0
0398-7620,2021,NA,0,82,0
1049-6491,2017,NA,0,82,0
1833-3672,2017,NA,0,82,0
0032-5481,2018,NA,0,82,0
0269-0055,2017,NA,0,82,0
1042-895X,2019,NA,0,82,0
0939-7248,2018,NA,0,82,0
0735-1690,2019,NA,0,82,0
1028-6276,2022,NA,0,82,0
0951-7375,2020,NA,0,82,0
0018-7208,2017,NA,0,82,0
1617-4933,2022,NA,0,82,0
2193-6315,2019,NA,0,82,0
0823-9150,2019,NA,0,82,0
1527-4160,2021,NA,0,82,0
1528-4972,2021,NA,0,82,0
0305-0041,2018,NA,0,82,0
1479-666X,2020,NA,0,82,0
0951-3574,2017,NA,0,82,0
2040-7122,2021,NA,0,82,0
0100-8404,2017,NA,0,82,0
1067-4136,2018,NA,0,82,0
0960-8931,2021,NA,0,82,0
1745-5030,2017,NA,0,82,0
1068-3755,2019,NA,0,82,0
1068-3356,2020,NA,0,82,0
1094-1665,2017,NA,0,82,0
1040-8738,2019,NA,0,82,0
0017-8969,2019,NA,0,82,0
0093-8548,2019,NA,0,82,0
0271-8235,2018,NA,0,82,0
0278-0097,2020,NA,0,82,0
0367-973X,2019,NA,0,82,0
2228-6160,2018,NA,0,82,0
0260-7476,2018,NA,0,82,0
1066-5277,2022,NA,0,82,0
1740-9292,2018,NA,0,82,0
0378-7206,2017,NA,0,82,0
0955-6222,2020,NA,0,82,0
0960-3271,2018,NA,0,82,0
0278-6648,2019,NA,0,82,0
1555-6123,2017,NA,0,82,0
2157-6904,2021,NA,0,82,0
0031-7217,2022,NA,0,82,0
0021-8294,2018,NA,0,82,0
1071-2836,2019,NA,0,82,0
1537-7814,2017,NA,0,82,0
2228-6179,2020,NA,0,82,0
0308-2105,2018,NA,0,82,0
2190-1678,2021,NA,0,82,0
1065-9129,2019,NA,0,82,0
0895-769X,2017,NA,0,82,0
0365-6233,2017,NA,0,82,0
0263-841X,2018,NA,0,82,0
1472-7978,2020,NA,0,82,0
1751-1437,2019,NA,0,82,0
1250-3274,2019,NA,0,82,0
0309-3646,2019,NA,0,82,0
0011-5029,2018,NA,0,82,0
1303-2917,2017,NA,0,82,0
0015-0541,2021,NA,0,82,0
0149-5739,2017,NA,0,82,0
1755-0491,2017,NA,0,82,0
0323-4096,2017,NA,0,82,0
1279-7960,2018,NA,0,82,0
0008-4166,2019,NA,0,82,0
0143-991X,2017,NA,0,82,0
1550-4832,2022,NA,0,82,0
1353-7121,2019,NA,0,82,0
1437-4781,2019,NA,0,82,0
0143-2087,2018,NA,0,82,0
1071-4839,2021,NA,0,82,0
0914-7187,2017,CC BY,27,82,0.32926829268292684
1080-0549,2021,CC BY,27,82,0.32926829268292684
1873-5533,2020,CC BY-NC-ND,9,82,0.10975609756097561
1035-0330,2020,CC BY-NC-ND,9,82,0.10975609756097561
1556-8318,2021,CC BY-NC-ND,9,82,0.10975609756097561
0885-5765,2019,CC BY,9,82,0.10975609756097561
1340-6000,2021,CC BY,9,82,0.10975609756097561
0933-7741,2021,CC BY,9,82,0.10975609756097561
1053-8135,2022,CC BY-NC,9,82,0.10975609756097561
0955-7571,2019,CC BY-NC-ND,9,82,0.10975609756097561
0749-5978,2020,CC BY-NC-ND,9,82,0.10975609756097561
1064-3389,2021,CC BY-NC-ND,9,82,0.10975609756097561
1045-1056,2020,CC BY,9,82,0.10975609756097561
1045-1056,2019,CC BY-NC-ND,9,82,0.10975609756097561
0009-398X,2018,CC BY,18,82,0.21951219512195122
1570-1611,2019,CC BY,18,82,0.21951219512195122
1351-0754,2022,CC BY,11,82,0.13414634146341464
0023-6837,2022,CC BY,11,82,0.13414634146341464
0165-7380,2021,CC BY,11,82,0.13414634146341464
1351-0754,2022,CC BY-NC-ND,11,82,0.13414634146341464
1748-3182,2022,CC BY,11,82,0.13414634146341464
0042-3114,2022,CC BY-NC-ND,11,82,0.13414634146341464
1018-2438,2017,CC BY-NC-ND,11,82,0.13414634146341464
0305-1846,2020,CC BY-NC-ND,11,82,0.13414634146341464
0003-9527,2022,CC BY,22,82,0.2682926829268293
1865-5041,2018,CC BY,31,82,0.3780487804878049
1866-9956,2019,CC BY,5,82,0.06097560975609756
0887-6185,2018,CC BY-NC-ND,5,82,0.06097560975609756
0167-4730,2021,CC BY,5,82,0.06097560975609756
0022-3506,2019,CC BY,5,82,0.06097560975609756
0927-5371,2019,CC BY-NC-ND,5,82,0.06097560975609756
2515-1991,2020,CC BY,5,82,0.06097560975609756
0018-9316,2022,CC BY,5,82,0.06097560975609756
0032-3217,2021,CC BY-NC,5,82,0.06097560975609756
0027-9684,2022,CC BY-NC-ND,5,82,0.06097560975609756
0047-6374,2018,CC BY,5,82,0.06097560975609756
0002-7294,2022,CC BY,5,82,0.06097560975609756
0749-5978,2020,CC BY,5,82,0.06097560975609756
2214-6350,2020,CC BY,5,82,0.06097560975609756
1982-5676,2017,CC BY,5,82,0.06097560975609756
0042-3114,2022,CC BY,5,82,0.06097560975609756
0932-433X,2018,CC BY,5,82,0.06097560975609756
2352-0094,2021,CC BY-NC-ND,5,82,0.06097560975609756
1995-8196,2017,CC BY,5,82,0.06097560975609756
0020-0190,2022,CC BY-NC-ND,5,82,0.06097560975609756
0020-0190,2022,CC BY,10,82,0.12195121951219512
1464-9365,2021,CC BY,10,82,0.12195121951219512
0147-1767,2022,CC BY,10,82,0.12195121951219512
0020-7594,2021,CC BY-NC-ND,10,82,0.12195121951219512
1357-2725,2022,CC BY,10,82,0.12195121951219512
1053-8100,2022,CC BY-NC-ND,10,82,0.12195121951219512
0931-2048,2022,CC BY,10,82,0.12195121951219512
1818-6300,2020,CC BY,10,82,0.12195121951219512
0707-5332,2021,CC BY,10,82,0.12195121951219512
0043-1745,2021,CC BY,20,82,0.24390243902439024
1871-1502,2021,CC BY,13,82,0.15853658536585366
0020-7594,2021,CC BY,13,82,0.15853658536585366
2199-675X,2017,CC BY,13,82,0.15853658536585366
0926-6003,2020,CC BY,13,82,0.15853658536585366
2522-5731,2020,CC BY,13,82,0.15853658536585366
0176-1714,2021,CC BY,26,82,0.3170731707317073
1363-755X,2022,CC BY,21,82,0.25609756097560976
0340-7594,2019,CC BY,21,82,0.25609756097560976
1878-5158,2021,CC BY,42,82,0.5121951219512195
0949-8257,2021,CC BY,15,82,0.18292682926829268
1616-5047,2022,CC BY,30,82,0.36585365853658536
0341-4183,2021,CC BY,78,82,0.9512195121951219
0707-5332,2021,CC BY-NC-ND,17,82,0.2073170731707317
1877-7171,2019,CC BY-NC,34,82,0.4146341463414634
1570-646X,2020,CC BY,19,82,0.23170731707317074
0278-7407,2022,CC BY,19,82,0.23170731707317074
1464-9365,2021,CC BY-NC-ND,19,82,0.23170731707317074
1759-2879,2020,CC BY,38,82,0.4634146341463415
0301-4460,2021,CC BY-NC-ND,3,82,0.036585365853658534
0887-6185,2018,CC BY,3,82,0.036585365853658534
0266-4623,2018,CC BY-NC-ND,3,82,0.036585365853658534
1344-3941,2022,CC BY,3,82,0.036585365853658534
0250-8281,2020,CC BY-NC-ND,3,82,0.036585365853658534
0305-1846,2020,CC BY-NC,3,82,0.036585365853658534
1474-5151,2022,CC BY,3,82,0.036585365853658534
0022-3506,2018,CC BY,3,82,0.036585365853658534
1542-4766,2019,CC BY-NC,3,82,0.036585365853658534
0894-9867,2022,CC BY-NC,3,82,0.036585365853658534
2214-6350,2020,CC BY-NC-ND,3,82,0.036585365853658534
2515-4184,2022,CC BY-NC,3,82,0.036585365853658534
0004-5632,2019,CC BY-NC,3,82,0.036585365853658534
0275-1879,2018,CC BY,3,82,0.036585365853658534
0889-7077,2022,CC BY-NC-ND,3,82,0.036585365853658534
1472-9792,2019,CC BY,3,82,0.036585365853658534
2055-7671,2019,CC BY,3,82,0.036585365853658534
0010-5422,2019,CC BY,3,82,0.036585365853658534
2055-7671,2019,CC BY-NC,3,82,0.036585365853658534
1064-1963,2020,CC BY-NC-ND,3,82,0.036585365853658534
0304-3797,2017,CC BY-NC-ND,3,82,0.036585365853658534
1077-3142,2019,CC BY-NC-ND,3,82,0.036585365853658534
0038-0768,2021,CC BY-NC-ND,3,82,0.036585365853658534
0018-9316,2022,CC BY-NC-ND,3,82,0.036585365853658534
1461-6742,2018,CC BY,3,82,0.036585365853658534
2667-2960,2022,CC BY-NC-ND,3,82,0.036585365853658534
0908-665X,2019,CC BY,3,82,0.036585365853658534
0968-6673,2019,CC BY,3,82,0.036585365853658534
1363-755X,2022,CC BY-NC-ND,6,82,0.07317073170731707
1556-8318,2021,CC BY,6,82,0.07317073170731707
0142-5463,2020,CC BY-NC-ND,6,82,0.07317073170731707
1523-3774,2017,CC BY,6,82,0.07317073170731707
1941-7713,2022,CC BY-NC-ND,6,82,0.07317073170731707
0923-1811,2022,CC BY-NC-ND,6,82,0.07317073170731707
2167-0811,2019,CC BY,6,82,0.07317073170731707
1876-1399,2018,CC BY-NC-ND,6,82,0.07317073170731707
1472-9792,2019,CC BY-NC-ND,6,82,0.07317073170731707
1523-0899,2020,CC BY-NC-ND,6,82,0.07317073170731707
1542-4766,2019,CC BY,6,82,0.07317073170731707
0266-4623,2018,CC BY,6,82,0.07317073170731707
1751-1577,2020,CC BY-NC-ND,6,82,0.07317073170731707
1087-0547,2019,CC BY-NC,6,82,0.07317073170731707
0278-7407,2022,CC BY-NC,6,82,0.07317073170731707
1015-9770,2019,CC BY-NC-ND,6,82,0.07317073170731707
0951-192X,2020,CC BY-NC-ND,6,82,0.07317073170731707
2515-1991,2020,CC BY-NC,12,82,0.14634146341463414
0267-8179,2019,CC BY,12,82,0.14634146341463414
0894-9867,2022,CC BY-NC-ND,12,82,0.14634146341463414
0029-599X,2017,CC BY,12,82,0.14634146341463414
1868-3967,2021,CC BY,12,82,0.14634146341463414
0885-7482,2018,CC BY,12,82,0.14634146341463414
0188-7009,2021,CC BY,12,82,0.14634146341463414
0305-0041,2021,CC BY,12,82,0.14634146341463414
1045-1056,2020,CC BY-NC-ND,12,82,0.14634146341463414
1122-1151,2021,CC BY,24,82,0.2926829268292683
2049-8470,2021,CC BY,24,82,0.2926829268292683
0960-8788,2020,CC BY-NC-ND,7,82,0.08536585365853659
1936-0584,2020,CC BY,7,82,0.08536585365853659
0147-1767,2022,CC BY-NC-ND,7,82,0.08536585365853659
0893-6692,2018,CC BY,7,82,0.08536585365853659
1354-9839,2017,CC BY-NC-ND,7,82,0.08536585365853659
1363-755X,2022,CC BY-NC,7,82,0.08536585365853659
0943-4062,2019,CC BY,7,82,0.08536585365853659
0894-9867,2022,CC BY,7,82,0.08536585365853659
0924-9907,2018,CC BY,7,82,0.08536585365853659
0007-4853,2020,CC BY,7,82,0.08536585365853659
1474-5151,2022,CC BY-NC,14,82,0.17073170731707318
1369-118X,2022,CC BY-NC-ND,14,82,0.17073170731707318
0105-2896,2020,CC BY,14,82,0.17073170731707318
0022-1090,2021,CC BY,14,82,0.17073170731707318
0142-5463,2020,CC BY,14,82,0.17073170731707318
0015-9018,2020,CC BY,28,82,0.34146341463414637
0948-6143,2022,CC BY,28,82,0.34146341463414637
2062-249X,2021,CC BY,28,82,0.34146341463414637
0032-3217,2021,CC BY,37,82,0.45121951219512196
0894-1491,2022,CC BY-NC-ND,23,82,0.2804878048780488
0305-1846,2020,CC BY,23,82,0.2804878048780488
0944-2502,2017,CC BY,1,82,0.012195121951219513
1353-2944,2020,CC BY-NC-ND,1,82,0.012195121951219513
1876-1399,2018,CC BY,1,82,0.012195121951219513
0167-6393,2017,CC BY-NC-ND,1,82,0.012195121951219513
0024-2160,2018,CC BY,1,82,0.012195121951219513
0269-1213,2017,CC BY,1,82,0.012195121951219513
0968-6673,2019,CC BY-NC-ND,1,82,0.012195121951219513
0006-3525,2017,CC BY-NC,1,82,0.012195121951219513
0022-3506,2018,CC BY-NC,1,82,0.012195121951219513
0105-2896,2020,CC BY-NC-ND,1,82,0.012195121951219513
0022-1090,2021,CC BY-NC-ND,1,82,0.012195121951219513
1146-609X,2019,CC BY-NC-ND,1,82,0.012195121951219513
1598-5865,2019,CC BY,1,82,0.012195121951219513
1353-0194,2017,CC BY-NC-ND,1,82,0.012195121951219513
1064-3389,2021,CC BY,1,82,0.012195121951219513
0142-5463,2020,CC BY-NC,1,82,0.012195121951219513
1049-3867,2021,CC BY,1,82,0.012195121951219513
1049-3867,2018,CC BY,1,82,0.012195121951219513
2212-6864,2019,CC BY-NC-ND,1,82,0.012195121951219513
2452-2236,2019,CC BY,1,82,0.012195121951219513
0748-0814,2021,CC BY-NC-ND,1,82,0.012195121951219513
1362-5187,2021,CC BY,1,82,0.012195121951219513
0043-1745,2021,CC BY-NC-SA,1,82,0.012195121951219513
2452-2236,2019,CC BY-NC-ND,1,82,0.012195121951219513
0008-1973,2017,CC BY-NC-SA,1,82,0.012195121951219513
2379-8858,2019,CC BY,1,82,0.012195121951219513
1094-1665,2020,CC BY-NC-ND,1,82,0.012195121951219513
0020-6814,2022,CC BY,1,82,0.012195121951219513
0164-0704,2018,CC BY-NC-ND,1,82,0.012195121951219513
1356-2517,2018,CC BY-NC-ND,1,82,0.012195121951219513
1055-8586,2020,CC BY-NC-ND,1,82,0.012195121951219513
1461-6742,2018,CC BY-NC-ND,1,82,0.012195121951219513
1941-8744,2022,CC BY-NC,1,82,0.012195121951219513
0267-8179,2019,CC BY-NC-ND,1,82,0.012195121951219513
2049-8470,2021,CC BY-NC-ND,1,82,0.012195121951219513
0027-5514,2017,CC BY-NC-ND,1,82,0.012195121951219513
0930-777X,2017,CC BY,1,82,0.012195121951219513
1055-8586,2020,CC BY,1,82,0.012195121951219513
0893-6692,2018,CC BY-NC-ND,1,82,0.012195121951219513
1053-8135,2022,CC BY,1,82,0.012195121951219513
1388-3127,2021,CC BY,1,82,0.012195121951219513
0341-4183,2021,CC BY-ND,1,82,0.012195121951219513
0022-1090,2021,CC BY-NC-SA,1,82,0.012195121951219513
1047-482X,2018,CC BY,1,82,0.012195121951219513
0885-5765,2019,CC BY-NC-ND,1,82,0.012195121951219513
1314-2224,2017,CC BY-NC-ND,1,82,0.012195121951219513
0043-1745,2021,CC BY-NC-ND,1,82,0.012195121951219513
1935-9772,2019,CC BY-NC,1,82,0.012195121951219513
0022-0094,2018,CC BY-NC,1,82,0.012195121951219513
0304-3797,2017,CC BY,1,82,0.012195121951219513
1534-3081,2020,CC BY,1,82,0.012195121951219513
1871-174X,2022,CC BY,1,82,0.012195121951219513
0884-8971,2020,CC BY-NC-ND,1,82,0.012195121951219513
0001-5385,2018,CC BY-NC-ND,1,82,0.012195121951219513
1125-7865,2017,CC BY-NC-ND,1,82,0.012195121951219513
1146-609X,2019,CC BY,1,82,0.012195121951219513
1356-2517,2018,CC BY,1,82,0.012195121951219513
1941-7713,2022,CC BY-NC,1,82,0.012195121951219513
0305-0041,2021,CC BY-NC-SA,1,82,0.012195121951219513
1756-073X,2020,CC BY-NC-ND,1,82,0.012195121951219513
1125-7865,2017,CC BY,1,82,0.012195121951219513
1642-431X,2020,CC BY,1,82,0.012195121951219513
2543-3431,2020,CC BY-NC-ND,1,82,0.012195121951219513
1496-4155,2018,CC BY,1,82,0.012195121951219513
0095-2990,2021,CC BY,1,82,0.012195121951219513
0164-0704,2018,CC BY,1,82,0.012195121951219513
0142-6338,2018,CC BY-NC-ND,1,82,0.012195121951219513
1081-3004,2020,CC BY,1,82,0.012195121951219513
0261-4367,2019,CC BY,1,82,0.012195121951219513
0882-0139,2018,CC BY-NC-ND,1,82,0.012195121951219513
1756-073X,2020,CC BY,1,82,0.012195121951219513
0951-192X,2020,CC BY,1,82,0.012195121951219513
0167-6393,2017,CC BY,1,82,0.012195121951219513
0908-665X,2019,CC BY-NC,1,82,0.012195121951219513
0955-7571,2019,CC BY,1,82,0.012195121951219513
1941-7713,2022,CC BY,1,82,0.012195121951219513
1353-2944,2020,CC BY-NC-SA,1,82,0.012195121951219513
1357-2725,2022,CC BY-NC-ND,2,82,0.024390243902439025
0004-5632,2019,CC BY,2,82,0.024390243902439025
0267-8179,2019,CC BY-NC,2,82,0.024390243902439025
0278-6125,2019,CC BY-NC-ND,2,82,0.024390243902439025
1871-5532,2021,CC BY-NC-ND,2,82,0.024390243902439025
0748-0814,2021,CC BY,2,82,0.024390243902439025
1935-9772,2019,CC BY,2,82,0.024390243902439025
1035-0330,2020,CC BY,2,82,0.024390243902439025
0047-6374,2018,CC BY-NC-ND,2,82,0.024390243902439025
0020-7594,2021,CC BY-NC,2,82,0.024390243902439025
0142-6338,2018,CC BY,2,82,0.024390243902439025
1354-9839,2017,CC BY,2,82,0.024390243902439025
0908-665X,2019,CC BY-NC-ND,2,82,0.024390243902439025
1071-2690,2018,CC BY,2,82,0.024390243902439025
1996-3599,2017,CC BY,2,82,0.024390243902439025
1878-0083,2018,CC BY-NC-ND,2,82,0.024390243902439025
1936-6442,2017,CC BY,2,82,0.024390243902439025
0142-6338,2018,CC BY-NC,2,82,0.024390243902439025
0278-6125,2019,CC BY,2,82,0.024390243902439025
1351-0754,2022,CC BY-NC,2,82,0.024390243902439025
1523-0899,2020,CC BY-NC,2,82,0.024390243902439025
1759-2879,2020,CC BY-NC-ND,2,82,0.024390243902439025
0890-5487,2021,CC BY,2,82,0.024390243902439025
1537-4416,2019,CC BY-NC-ND,2,82,0.024390243902439025
0022-3506,2018,CC BY-NC-ND,2,82,0.024390243902439025
0261-4367,2019,CC BY-NC-ND,2,82,0.024390243902439025
1744-3881,2017,CC BY-NC-ND,2,82,0.024390243902439025
0040-8166,2019,CC BY-NC-ND,2,82,0.024390243902439025
0960-3085,2018,CC BY,2,82,0.024390243902439025
0022-0094,2018,CC BY,2,82,0.024390243902439025
1533-2640,2020,CC BY-NC-ND,2,82,0.024390243902439025
2054-2577,2020,CC BY,2,82,0.024390243902439025
1526-954X,2017,CC BY,2,82,0.024390243902439025
1006-7191,2022,CC BY,2,82,0.024390243902439025
0931-2048,2022,CC BY-NC,2,82,0.024390243902439025
1552-5007,2020,CC BY-NC,2,82,0.024390243902439025
1049-3867,2018,CC BY-NC-ND,2,82,0.024390243902439025
0143-4632,2018,CC BY,2,82,0.024390243902439025
